time,distance,angle
2023-07-25 16:27:17.106590,19.95,229.49624370344327
2023-07-25 16:27:17.119484,19.94,220.85974529308038
2023-07-25 16:27:20.297885,19.82,229.3060636951459
2023-07-25 16:27:20.799800,19.95,233.30531912355923
2023-07-25 16:27:21.298021,19.85,231.99769238078431
2023-07-25 16:27:21.798072,19.99,229.07001538313352
2023-07-25 16:27:22.297476,20.20,227.48731593429687
2023-07-25 16:27:22.797846,19.98,223.50122439333737
2023-07-25 16:27:24.755220,19.27,222.50033397944355
2023-07-25 16:27:25.255535,19.11,222.36151991837616
2023-07-25 16:27:25.756784,18.97,228.50398941367217
2023-07-25 16:27:26.255322,18.82,225.28670006549206
2023-07-25 16:27:26.755603,18.47,224.6117647287777
2023-07-25 16:27:28.456235,17.77,224.92054297282078
2023-07-25 16:27:29.755807,17.15,222.72312016611505
2023-07-25 16:27:30.256109,17.11,220.50382996132242
2023-07-25 16:27:30.755547,16.82,220.22425374505315
2023-07-25 16:27:31.255952,16.50,221.37307120964635
2023-07-25 16:27:31.756191,16.22,219.8570711838265
2023-07-25 16:27:32.255541,15.96,223.31511889951594
2023-07-25 16:27:32.755917,15.73,223.57534959651346
2023-07-25 16:27:33.256404,15.49,221.77323420179988
2023-07-25 16:27:33.756759,15.32,220.06135382444535
2023-07-25 16:27:34.256082,14.98,221.01080802487508
2023-07-25 16:27:34.756335,14.70,220.01943406246414
2023-07-25 16:27:35.255641,14.50,218.88553760048518
2023-07-25 16:27:35.756130,14.30,220.68555416246147
2023-07-25 16:27:36.256337,13.97,221.56661424789695
2023-07-25 16:27:36.755743,13.80,220.18856483101194
2023-07-25 16:27:37.256133,13.53,219.4832272503649
2023-07-25 16:27:37.756104,13.30,225.5120095408909
2023-07-25 16:27:38.256389,13.10,226.4440553886978
2023-07-25 16:27:38.756552,12.89,226.60518857978306
2023-07-25 16:27:39.256035,12.57,225.51413116546428
2023-07-25 16:27:39.756078,12.35,228.31950878143556
2023-07-25 16:27:40.256359,12.08,226.14686962252915
2023-07-25 16:27:40.757550,11.80,224.37509984765938
2023-07-25 16:27:41.256073,11.54,227.4090552478753
2023-07-25 16:27:41.756103,11.33,229.03870766797127
2023-07-25 16:27:42.256389,11.17,228.43749501420706
2023-07-25 16:27:42.756567,10.96,229.85832369302807
2023-07-25 16:27:43.256993,10.69,229.88304490968622
2023-07-25 16:27:43.756066,10.50,229.24660971760764
2023-07-25 16:27:44.256437,10.34,228.2636108877857
2023-07-25 16:27:44.756634,10.02,229.25941443022896
2023-07-25 16:27:45.256827,9.83,229.39417035607426
2023-07-25 16:27:45.756072,9.63,226.02615391285897
2023-07-25 16:27:46.256824,9.31,227.8634091979875
2023-07-25 16:27:46.756509,9.14,229.28106607325685
2023-07-25 16:27:47.257286,8.96,227.62276620024411
2023-07-25 16:27:47.757103,8.58,229.17712478857865
2023-07-25 16:27:48.256992,8.30,231.615237974994
2023-07-25 16:27:48.756737,8.15,230.57208212845677
2023-07-25 16:27:49.257675,7.92,228.27166671077765
2023-07-25 16:27:49.757703,7.67,229.82690704836335
2023-07-25 16:27:50.256388,7.53,230.1045579913838
2023-07-25 16:27:50.757132,7.36,230.28386527208687
2023-07-25 16:27:51.257010,7.06,231.61235307115092
2023-07-25 16:27:51.756413,6.86,232.8282313232616
