time,distance,angle
2023-07-05 18:40:03.975490,2.50,315.8706894984344
2023-07-05 18:40:04.114742,2.49,317.0576459469483
2023-07-05 18:40:04.614777,2.47,318.9679181379869
2023-07-05 18:40:05.115906,2.37,317.021364940356
2023-07-05 18:40:05.614756,2.33,317.44704864232364
2023-07-05 18:40:06.114796,1.83,317.94010022378336
2023-07-05 18:40:06.614785,1.93,316.9863406958822
2023-07-05 18:40:07.115102,2.52,315.830315486258
2023-07-05 18:40:07.614783,2.08,322.30575953331083
2023-07-05 18:40:08.122752,1.85,303.65161398845595
2023-07-05 18:40:08.614796,1.69,342.5613990735829
2023-07-05 18:40:09.114800,2.05,334.9354196585764
2023-07-05 18:40:09.614835,1.72,336.39588495708574
2023-07-05 18:40:10.114851,1.72,341.6958632317827
2023-07-05 18:40:10.614823,1.73,347.225815720283
2023-07-05 18:40:11.114844,2.47,351.94817051998297
2023-07-05 18:40:11.614855,2.55,1.7760442533587364
2023-07-05 18:40:12.115166,2.69,0.6875163546391013
2023-07-05 18:40:12.614856,2.48,0.22468817962450283
2023-07-05 18:40:13.115243,2.43,0.0
2023-07-05 18:40:13.620658,1.83,0.9022211615301553
2023-07-05 18:40:14.123198,1.93,358.12212255271464
2023-07-05 18:40:14.622624,1.69,356.8939729043836
2023-07-05 18:40:15.122276,2.12,358.6140821491878
2023-07-05 18:40:15.622013,1.88,356.68905848538856
2023-07-05 18:40:16.122165,1.83,355.98582430458896
2023-07-05 18:40:16.622447,1.83,358.7653682945959
2023-07-05 18:40:17.118616,1.86,10.304846468766033
2023-07-05 18:40:17.622929,1.88,19.763736353096416
2023-07-05 18:40:18.122850,1.93,28.058457607163437
2023-07-05 18:40:18.614970,2.18,39.63843101936825
2023-07-05 18:40:19.114984,2.19,44.265478965745174
2023-07-05 18:40:19.614978,2.61,56.81314470013717
2023-07-05 18:40:20.114967,2.63,62.43763753497042
2023-07-05 18:40:20.615006,2.64,69.57998439072236
2023-07-05 18:40:21.114986,2.60,68.19859051364818
2023-07-05 18:40:21.615011,2.60,75.19433467374431
2023-07-05 18:40:22.115299,2.60,77.35784767211015
2023-07-05 18:40:22.615025,2.66,78.45582606932616
2023-07-05 18:40:23.115339,2.66,80.17606827658415
2023-07-05 18:40:23.622559,2.68,82.31036509725475
2023-07-05 18:40:24.123557,1.99,84.23964935914874
2023-07-05 18:40:24.615082,2.56,74.74488129694222
2023-07-05 18:40:25.116925,2.54,79.74078934755963
2023-07-05 18:40:25.615065,2.51,78.33670596513613
2023-07-05 18:40:26.115102,1.95,82.71971091600629
2023-07-05 18:40:26.615059,1.92,83.00323364286567
2023-07-05 18:40:27.115406,2.24,79.09705516824806
2023-07-05 18:40:27.615072,2.21,82.87498365109819
2023-07-05 18:40:28.115415,1.85,81.93876273228985
2023-07-05 18:40:28.615096,1.81,82.67025228324127
2023-07-05 18:40:29.116208,2.50,87.48061070879373
2023-07-05 18:40:29.623877,1.90,82.70580369145914
2023-07-05 18:40:30.122863,1.92,84.8055710922652
2023-07-05 18:40:30.623045,2.00,88.76536829459589
2023-07-05 18:40:31.123095,2.05,86.80655072671671
2023-07-05 18:40:31.622265,1.98,83.63282013573132
2023-07-05 18:40:32.123494,1.98,88.05025832789312
2023-07-05 18:40:32.622607,2.31,84.38241940987318
2023-07-05 18:40:33.122274,1.83,85.48601154199875
2023-07-05 18:40:33.615185,2.45,83.81706983405175
2023-07-05 18:40:34.115171,2.52,83.68656947564385
2023-07-05 18:40:34.615207,2.55,78.73486484250677
2023-07-05 18:40:35.115199,2.51,84.36245711554011
2023-07-05 18:40:35.615192,2.46,83.86031760007614
2023-07-05 18:40:36.115207,2.52,85.84478619441529
2023-07-05 18:40:36.615258,2.56,81.90346283211154
2023-07-05 18:40:37.115659,2.47,85.58249064846493
2023-07-05 18:40:37.615231,2.36,88.2865346826342
2023-07-05 18:40:38.115561,2.56,85.89720307675798
2023-07-05 18:40:38.622561,2.59,82.39016284244805
2023-07-05 18:40:39.123435,1.92,81.27272230482724
2023-07-05 18:40:39.622848,2.33,83.48019824834302
2023-07-05 18:40:40.122921,1.84,82.31036509725475
2023-07-05 18:40:40.623081,2.71,81.2538377374448
2023-07-05 18:40:41.122394,2.68,81.37739591208069
2023-07-05 18:40:41.622533,2.66,80.2333206042273
2023-07-05 18:40:42.123355,2.64,81.04062709282768
2023-07-05 18:40:42.622883,2.68,81.5993174636821
2023-07-05 18:40:43.122068,2.68,85.54439716667369
2023-07-05 18:40:43.616265,2.23,79.84228103492123
2023-07-05 18:40:44.115327,2.58,82.25726333236203
2023-07-05 18:40:44.615799,2.58,80.65532809790031
2023-07-05 18:40:45.115345,1.90,82.9869439961626
2023-07-05 18:40:45.615373,2.49,81.37739591208069
2023-07-05 18:40:46.115340,1.91,83.78218265047875
2023-07-05 18:40:46.615403,2.57,84.84791829779377
2023-07-05 18:40:47.115668,2.60,86.61936773668283
2023-07-05 18:40:47.615428,2.70,83.81706983405175
2023-07-05 18:40:48.115667,1.86,87.06432655357882
2023-07-05 18:40:48.622906,2.58,84.31396570347944
2023-07-05 18:40:49.123933,1.93,82.39016284244805
2023-07-05 18:40:49.623322,1.96,83.20530157148303
2023-07-05 18:40:50.122558,1.89,82.37395308316206
2023-07-05 18:40:50.622907,1.87,85.80909247267473
2023-07-05 18:40:51.122952,1.88,83.42700501352662
2023-07-05 18:40:51.623224,1.96,82.26640190097713
2023-07-05 18:40:52.123369,1.85,86.18592516570965
2023-07-05 18:40:52.622558,1.89,84.5829778861434
2023-07-05 18:40:53.123608,1.98,88.27177234950145
2023-07-05 18:40:53.615483,1.87,86.03778932353207
2023-07-05 18:40:54.115458,1.88,84.59305062952845
2023-07-05 18:40:54.615488,1.95,84.31294662268498
2023-07-05 18:40:55.115490,1.92,81.7976457553744
2023-07-05 18:40:55.615594,2.29,83.27665003694808
2023-07-05 18:40:56.115483,1.89,85.91438322002512
2023-07-05 18:40:56.615507,1.89,87.58388971431869
2023-07-05 18:40:57.115800,1.86,83.08161359330634
2023-07-05 18:40:57.615511,1.90,86.47080970063298
2023-07-05 18:40:58.115880,1.82,81.97593536471781
2023-07-05 18:40:58.622836,1.90,82.58850714082115
2023-07-05 18:40:59.123650,1.86,80.8077569071542
2023-07-05 18:40:59.623216,1.97,84.8055710922652
2023-07-05 18:41:00.123374,1.88,85.67493956526154
2023-07-05 18:41:00.622679,1.93,81.11214830878026
2023-07-05 18:41:01.121346,1.96,86.50155543497782
2023-07-05 18:41:01.621367,1.95,85.58249064846493
2023-07-05 18:41:02.123058,1.89,84.5258717993908
2023-07-05 18:41:02.623194,1.86,83.14753022944623
2023-07-05 18:41:03.123938,1.86,81.33794774677442
2023-07-05 18:41:03.622818,1.88,79.60710783870456
2023-07-05 18:41:04.122890,1.96,87.35375891934986
2023-07-05 18:41:04.622992,1.89,87.10142320071829
2023-07-05 18:41:05.123791,1.85,88.01652330549071
2023-07-05 18:41:05.623560,1.88,87.00034469350398
2023-07-05 18:41:06.123532,1.88,84.31294662268498
2023-07-05 18:41:06.622667,1.84,82.39016284244805
2023-07-05 18:41:07.123075,1.83,81.48157729798524
2023-07-05 18:41:07.623091,1.99,87.2970559621853
2023-07-05 18:41:08.123902,1.90,84.88958243896876
2023-07-05 18:41:08.615660,1.88,82.58850714082115
2023-07-05 18:41:09.115643,1.93,89.75926284727821
2023-07-05 18:41:09.615687,1.86,82.78865155242627
2023-07-05 18:41:10.115651,1.89,87.32002605989206
2023-07-05 18:41:10.615665,1.93,83.60950468535302
2023-07-05 18:41:11.115662,1.92,84.01704349718395
2023-07-05 18:41:11.615695,2.26,88.09084756700362
2023-07-05 18:41:12.115983,1.93,86.54668374946891
2023-07-05 18:41:12.615715,1.87,87.55295135767639
2023-07-05 18:41:13.116090,1.94,84.51244293990874
2023-07-05 18:41:13.623015,1.85,84.21760767763597
2023-07-05 18:41:14.123926,1.89,82.5788840674294
2023-07-05 18:41:14.623343,1.87,81.83605489755706
2023-07-05 18:41:15.123500,1.90,84.95754893082909
2023-07-05 18:41:15.622950,1.97,85.21547031183498
2023-07-05 18:41:16.122929,1.85,84.36245711554011
2023-07-05 18:41:16.623186,1.85,83.20530157148303
2023-07-05 18:41:17.123369,1.89,83.27665003694808
2023-07-05 18:41:17.623447,1.87,84.68010608219315
2023-07-05 18:41:18.121227,1.85,87.14945234398243
2023-07-05 18:41:18.622885,1.95,85.67493956526154
2023-07-05 18:41:19.123108,1.95,80.53767779197439
2023-07-05 18:41:19.623309,1.94,82.93526324959738
2023-07-05 18:41:20.123477,1.89,87.66269414087618
2023-07-05 18:41:20.623556,1.86,82.81765922849152
2023-07-05 18:41:21.123179,1.84,88.30821143173551
2023-07-05 18:41:21.623196,1.93,88.03353543170424
2023-07-05 18:41:22.123366,2.25,83.91147184580483
2023-07-05 18:41:22.623512,1.90,81.90346283211154
2023-07-05 18:41:23.121049,1.88,86.87350547516799
2023-07-05 18:41:23.623162,1.93,83.22205126580094
2023-07-05 18:41:24.123404,1.87,83.60950468535302
2023-07-05 18:41:24.623512,1.98,87.47758771656055
2023-07-05 18:41:25.123711,1.88,88.01652330549071
2023-07-05 18:41:25.623018,1.85,81.52885536698517
2023-07-05 18:41:26.123316,1.94,84.74073244075078
2023-07-05 18:41:26.623437,1.94,86.80655072671671
2023-07-05 18:41:27.123550,1.86,82.72993135462659
2023-07-05 18:41:27.622978,1.83,87.10142320071829
2023-07-05 18:41:28.119320,1.89,84.51244293990874
2023-07-05 18:41:28.615936,1.89,82.78865155242627
2023-07-05 18:41:29.115937,1.85,85.25706513147064
2023-07-05 18:41:29.615914,1.97,85.21547031183498
2023-07-05 18:41:30.115911,1.94,83.942304205479
2023-07-05 18:41:30.615937,1.91,80.91888161163054
2023-07-05 18:41:31.115916,1.84,85.79806364184037
2023-07-05 18:41:31.615927,1.90,86.2635406418217
2023-07-05 18:41:32.116246,1.86,86.88656125194278
2023-07-05 18:41:32.615930,1.87,83.68656947564385
2023-07-05 18:41:33.120944,1.88,80.65242219033507
2023-07-05 18:41:33.623012,1.88,80.7273982227997
2023-07-05 18:41:34.123911,1.89,84.99935540244157
2023-07-05 18:41:34.623212,1.89,85.84478619441529
2023-07-05 18:41:35.123787,1.96,87.47758771656055
2023-07-05 18:41:35.623560,1.87,84.31294662268498
2023-07-05 18:41:36.123694,1.93,84.95083353241714
2023-07-05 18:41:36.623180,1.89,81.55489653395536
2023-07-05 18:41:37.124772,1.92,83.49437335431632
2023-07-05 18:41:37.623326,1.80,80.65532809790031
2023-07-05 18:41:38.122317,1.85,83.60762631996298
2023-07-05 18:41:38.616016,1.85,86.89950855019222
2023-07-05 18:41:39.116040,1.84,83.48019824834302
2023-07-05 18:41:39.616028,1.87,84.21760767763597
2023-07-05 18:41:40.116073,1.94,82.39016284244805
2023-07-05 18:41:40.616111,1.90,86.54668374946891
2023-07-05 18:41:41.116036,1.87,86.57612875506933
2023-07-05 18:41:41.616055,1.84,83.60762631996298
2023-07-05 18:41:42.116352,1.87,83.60950468535302
2023-07-05 18:41:42.616110,1.97,87.62394478199369
2023-07-05 18:41:43.116399,1.89,82.00647850636021
2023-07-05 18:41:43.623848,1.90,83.27665003694808
2023-07-05 18:41:44.124098,1.93,83.36181870705259
2023-07-05 18:41:44.623294,1.89,84.16873353732245
2023-07-05 18:41:45.123376,1.89,84.10937358379589
2023-07-05 18:41:45.623779,1.86,86.87350547516799
2023-07-05 18:41:46.123724,1.96,82.43650410293283
2023-07-05 18:41:46.623784,1.87,83.22205126580094
2023-07-05 18:41:47.123979,1.93,84.23964935914874
2023-07-05 18:41:47.623226,1.86,82.17092348994039
2023-07-05 18:41:48.122312,1.92,84.69660245317814
2023-07-05 18:41:48.616148,1.86,81.12671577278992
2023-07-05 18:41:49.116134,1.84,83.50065372034543
2023-07-05 18:41:49.616352,1.88,86.97396491697455
2023-07-05 18:41:50.116208,1.87,84.84791829779377
2023-07-05 18:41:50.616215,1.86,83.50065372034543
2023-07-05 18:41:51.116229,1.84,85.12610357779523
2023-07-05 18:41:51.616194,1.87,83.27564690689036
2023-07-05 18:41:52.116470,1.93,86.66366329778667
2023-07-05 18:41:52.616202,1.90,80.53767779197437
2023-07-05 18:41:53.116546,1.96,85.67493956526154
2023-07-05 18:41:53.623491,1.93,85.80909247267473
2023-07-05 18:41:54.126302,1.85,87.32002605989206
2023-07-05 18:41:54.623483,2.25,87.03906386583625
2023-07-05 18:41:55.123736,1.88,82.31036509725475
2023-07-05 18:41:55.623848,1.91,82.93526324959738
2023-07-05 18:41:56.124064,1.95,83.73650938566546
2023-07-05 18:41:56.623419,1.95,87.27368900609375
2023-07-05 18:41:57.124483,1.81,85.79806364184037
2023-07-05 18:41:57.623604,1.96,84.5258717993908
