time,Bx,By,Bz,Btotal
2023-06-25 16:44:13.1890,35.45,-14.36,-50.37,63.24
2023-06-25 16:44:13.2880,35.4,-14.5,-50.43,63.29
2023-06-25 16:44:13.3910,35.68,-14.48,-50.52,63.52
2023-06-25 16:44:13.4960,35.28,-14.6,-50.01,62.91
2023-06-25 16:44:13.6010,35.47,-14.57,-50.24,63.2
2023-06-25 16:44:13.7040,34.98,-14.23,-50.29,62.89
2023-06-25 16:44:13.8080,35.31,-14.33,-50.29,63.1
2023-06-25 16:44:13.9130,35.34,-14.28,-50.42,63.2
2023-06-25 16:44:14.0180,35.42,-14.54,-50.49,63.37
2023-06-25 16:44:14.1220,35.5,-14.39,-50.5,63.39
2023-06-25 16:44:14.2260,35.54,-14.49,-50.78,63.65
2023-06-25 16:44:14.3310,35.5,-14.47,-50.4,63.32
2023-06-25 16:44:14.4350,35.64,-14.46,-50.13,63.18
2023-06-25 16:44:14.5390,35.3,-14.48,-50.71,63.47
2023-06-25 16:44:14.6440,35.56,-14.24,-50.54,63.41
2023-06-25 16:44:14.7480,35.55,-14.38,-50.55,63.45
2023-06-25 16:44:14.8520,35.69,-14.76,-50.78,63.8
2023-06-25 16:44:14.9730,35.45,-14.32,-50.24,63.13
2023-06-25 16:44:15.0720,35.3,-14.3,-50.3,63.1
2023-06-25 16:44:15.1750,35.77,-14.16,-50.34,63.35
2023-06-25 16:44:15.2770,35.66,-14.19,-50.3,63.27
2023-06-25 16:44:15.3760,35.81,-14.42,-50.24,63.35
2023-06-25 16:44:15.4770,35.47,-14.66,-50.32,63.28
2023-06-25 16:44:15.5810,35.6,-14.44,-50.45,63.41
2023-06-25 16:44:15.6860,35.5,-14.53,-50.38,63.32
2023-06-25 16:44:15.7900,35.3,-14.75,-50.64,63.46
2023-06-25 16:44:15.8950,35.81,-14.51,-50.53,63.61
2023-06-25 16:44:16.0000,35.65,-14.22,-50.83,63.7
2023-06-25 16:44:16.1040,35.7,-14.41,-50.53,63.52
2023-06-25 16:44:16.2080,35.39,-14.52,-50.14,63.07
2023-06-25 16:44:16.3120,35.52,-14.24,-50.15,63.09
2023-06-25 16:44:16.4170,35.82,-14.53,-50.39,63.51
2023-06-25 16:44:16.5210,35.94,-14.53,-50.6,63.75
2023-06-25 16:44:16.6250,35.4,-14.42,-50.66,63.46
2023-06-25 16:44:16.7290,35.47,-14.27,-50.49,63.33
2023-06-25 16:44:16.8340,35.42,-14.19,-50.29,63.12
2023-06-25 16:44:16.9380,35.83,-14.45,-50.32,63.44
2023-06-25 16:44:17.0420,35.51,-14.43,-50.3,63.24
2023-06-25 16:44:17.1460,35.49,-14.19,-50.78,63.55
2023-06-25 16:44:17.2510,35.5,-14.54,-50.61,63.51
2023-06-25 16:44:17.3550,35.29,-14.24,-50.6,63.31
2023-06-25 16:44:17.4590,35.43,-14.3,-50.17,63.06
2023-06-25 16:44:17.5640,35.53,-14.24,-50.38,63.27
2023-06-25 16:44:17.6680,35.6,-14.31,-50.32,63.28
2023-06-25 16:44:17.7900,35.86,-14.24,-50.53,63.58
2023-06-25 16:44:17.8890,35.47,-14.33,-50.58,63.42
2023-06-25 16:44:17.9940,35.51,-14.11,-50.29,63.16
2023-06-25 16:44:18.0920,35.42,-14.3,-50.4,63.24
2023-06-25 16:44:18.1940,35.73,-14.51,-50.43,63.49
2023-06-25 16:44:18.2930,35.28,-14.49,-50.91,63.62
2023-06-25 16:44:18.3970,35.61,-14.39,-50.47,63.42
2023-06-25 16:44:18.5010,35.51,-14.4,-50.41,63.32
2023-06-25 16:44:18.6060,35.34,-14.18,-50.13,62.95
2023-06-25 16:44:18.7100,35.43,-14.03,-50.44,63.22
2023-06-25 16:44:18.8150,35.52,-14.28,-50.55,63.41
2023-06-25 16:44:18.9190,35.56,-14.21,-50.37,63.27
2023-06-25 16:44:19.0230,35.76,-14.43,-50.22,63.32
2023-06-25 16:44:19.1280,35.41,-14.35,-50.31,63.17
2023-06-25 16:44:19.2330,35.66,-14.52,-49.92,63.04
2023-06-25 16:44:19.3370,35.94,-14.4,-50.28,63.46
2023-06-25 16:44:19.4410,35.46,-14.51,-50.5,63.39
2023-06-25 16:44:19.5450,35.48,-14.37,-50.53,63.39
2023-06-25 16:44:19.6500,35.42,-14.3,-50.2,63.08
2023-06-25 16:44:19.7540,35.49,-14.11,-50.16,63.04
2023-06-25 16:44:19.8580,35.35,-14.25,-50.61,63.36
