time,Bx,By,Bz,Btotal,compass,mean,max,min,std,offset
2023-06-25 16:49:28.7600,-24.45,-34.71,-53.87,68.59,215.1611707783465,214.5355295765358,215.4689141378316,213.48670136191217,0.4568803022797312,-64.5355295765358
2023-06-25 16:49:28.8660,-24.15,-34.65,-54.38,68.85,214.87532834460217,214.5355295765358,215.4689141378316,213.48670136191217,0.4568803022797312,-64.5355295765358
2023-06-25 16:49:28.9670,-24.21,-34.6,-54.16,68.68,214.9809049486325,214.5355295765358,215.4689141378316,213.48670136191217,0.4568803022797312,-64.5355295765358
2023-06-25 16:49:29.0710,-24.82,-35.03,-54.4,69.3,215.31892753721954,214.5355295765358,215.4689141378316,213.48670136191217,0.4568803022797312,-64.5355295765358
2023-06-25 16:49:29.1760,-24.44,-34.88,-54.26,68.98,215.01847050652643,214.5355295765358,215.4689141378316,213.48670136191217,0.4568803022797312,-64.5355295765358
2023-06-25 16:49:29.2800,-24.58,-34.81,-54.58,69.25,215.2266390239991,214.5355295765358,215.4689141378316,213.48670136191217,0.4568803022797312,-64.5355295765358
2023-06-25 16:49:29.3850,-24.57,-34.72,-54.03,68.77,215.28556483544276,214.5355295765358,215.4689141378316,213.48670136191217,0.4568803022797312,-64.5355295765358
2023-06-25 16:49:29.4890,-24.73,-34.71,-54.04,68.82,215.4689141378316,214.5355295765358,215.4689141378316,213.48670136191217,0.4568803022797312,-64.5355295765358
2023-06-25 16:49:29.5940,-24.41,-34.84,-54.29,68.97,215.01629479701165,214.5355295765358,215.4689141378316,213.48670136191217,0.4568803022797312,-64.5355295765358
2023-06-25 16:49:29.6980,-24.58,-34.76,-54.23,68.94,215.26545370212745,214.5355295765358,215.4689141378316,213.48670136191217,0.4568803022797312,-64.5355295765358
2023-06-25 16:49:29.8020,-24.36,-34.62,-54.16,68.74,215.1317332715948,214.5355295765358,215.4689141378316,213.48670136191217,0.4568803022797312,-64.5355295765358
2023-06-25 16:49:29.9060,-24.42,-34.77,-54.38,69.01,215.08150335387327,214.5355295765358,215.4689141378316,213.48670136191217,0.4568803022797312,-64.5355295765358
2023-06-25 16:49:30.0110,-24.12,-34.74,-54.36,68.87,214.77226758899613,214.5355295765358,215.4689141378316,213.48670136191217,0.4568803022797312,-64.5355295765358
2023-06-25 16:49:30.1150,-23.98,-34.31,-53.81,68.17,214.95053077724492,214.5355295765358,215.4689141378316,213.48670136191217,0.4568803022797312,-64.5355295765358
2023-06-25 16:49:30.2190,-23.67,-34.56,-54.19,68.49,214.4070809699272,214.5355295765358,215.4689141378316,213.48670136191217,0.4568803022797312,-64.5355295765358
2023-06-25 16:49:30.3230,-23.4,-34.62,-54.21,68.45,214.05514919283746,214.5355295765358,215.4689141378316,213.48670136191217,0.4568803022797312,-64.5355295765358
2023-06-25 16:49:30.4280,-23.39,-34.25,-54.36,68.37,214.3299389485421,214.5355295765358,215.4689141378316,213.48670136191217,0.4568803022797312,-64.5355295765358
