time,Bx,By,Bz,Btotal
2023-06-25 16:49:36.9150,-23.93,-34.82,-53.8,68.41
2023-06-25 16:49:37.0120,-24.01,-34.66,-53.1,67.81
2023-06-25 16:49:37.1170,-23.9,-34.93,-53.56,68.26
2023-06-25 16:49:37.2180,-24.16,-35.09,-53.77,68.6
2023-06-25 16:49:37.3150,-24.02,-34.98,-53.76,68.49
2023-06-25 16:49:37.4170,-24.03,-34.7,-53.95,68.5
2023-06-25 16:49:37.5190,-24.05,-34.83,-54.05,68.65
2023-06-25 16:49:37.6230,-24.36,-35.01,-53.67,68.55
2023-06-25 16:49:37.7270,-24.08,-34.78,-54.13,68.7
2023-06-25 16:49:37.8320,-24.05,-34.67,-53.97,68.5
2023-06-25 16:49:37.9360,-24.07,-34.94,-53.81,68.52
2023-06-25 16:49:38.0400,-24.35,-34.79,-54.03,68.71
2023-06-25 16:49:38.1850,-24.23,-34.88,-54.17,68.84
2023-06-25 16:49:38.2850,-24.08,-34.89,-53.95,68.61
2023-06-25 16:49:38.3840,-23.88,-34.88,-53.89,68.49
2023-06-25 16:49:38.4830,-24.23,-34.54,-53.63,68.24
2023-06-25 16:49:38.5820,-24.06,-34.81,-53.88,68.52
2023-06-25 16:49:38.6820,-23.89,-34.8,-53.92,68.48
2023-06-25 16:49:38.7810,-24.3,-34.74,-53.83,68.52
2023-06-25 16:49:38.8800,-24.03,-34.46,-54.16,68.55
2023-06-25 16:49:38.9800,-24.3,-34.41,-54.1,68.57
2023-06-25 16:49:39.0790,-24.33,-34.58,-53.9,68.51
2023-06-25 16:49:39.1780,-24.17,-34.35,-53.74,68.2
2023-06-25 16:49:39.2780,-24.03,-34.5,-53.85,68.32
2023-06-25 16:49:39.3770,-24.23,-34.72,-54.13,68.72
2023-06-25 16:49:39.4760,-24.26,-34.57,-53.74,68.35
2023-06-25 16:49:39.5760,-24.21,-34.4,-54.21,68.62
