time,Bx,By,Bz,Btotal
2023-06-25 16:45:16.0310,22.62,19.0,-57.19,64.37
2023-06-25 16:45:16.1310,22.72,19.09,-57.22,64.46
2023-06-25 16:45:16.2300,22.74,19.11,-57.48,64.71
2023-06-25 16:45:16.3290,22.7,19.0,-57.07,64.29
2023-06-25 16:45:16.4290,22.73,18.97,-57.08,64.31
2023-06-25 16:45:16.5280,22.6,19.14,-57.02,64.25
2023-06-25 16:45:16.6270,22.79,19.08,-57.16,64.43
2023-06-25 16:45:16.7260,22.57,18.78,-57.01,64.12
2023-06-25 16:45:16.8260,22.42,19.13,-57.47,64.58
2023-06-25 16:45:16.9250,22.57,19.09,-57.53,64.68
2023-06-25 16:45:17.0240,22.82,19.36,-57.45,64.78
2023-06-25 16:45:17.1240,22.94,19.34,-57.33,64.71
2023-06-25 16:45:17.2230,22.69,19.41,-57.23,64.55
2023-06-25 16:45:17.3220,22.91,19.59,-57.06,64.53
2023-06-25 16:45:17.4220,22.88,19.55,-57.03,64.49
2023-06-25 16:45:17.5210,22.87,19.21,-57.19,64.52
2023-06-25 16:45:17.6200,22.65,19.22,-56.75,64.05
2023-06-25 16:45:17.7190,22.82,19.36,-56.99,64.37
2023-06-25 16:45:17.8190,22.75,19.43,-56.75,64.15
2023-06-25 16:45:17.9180,23.07,19.12,-57.0,64.4
2023-06-25 16:45:18.0170,22.77,19.16,-57.33,64.6
2023-06-25 16:45:18.1160,22.73,19.45,-57.18,64.53
2023-06-25 16:45:18.2150,22.83,19.36,-57.49,64.82
2023-06-25 16:45:18.3150,23.23,19.21,-57.06,64.53
2023-06-25 16:45:18.4140,22.99,19.44,-56.93,64.41
2023-06-25 16:45:18.5140,23.18,19.44,-57.11,64.63
2023-06-25 16:45:18.6130,23.02,19.37,-57.25,64.67
2023-06-25 16:45:18.7120,23.14,19.26,-57.61,65.01
2023-06-25 16:45:18.8120,22.88,19.22,-57.11,64.45
2023-06-25 16:45:18.9110,23.11,19.19,-56.98,64.41
2023-06-25 16:45:19.0100,23.03,19.36,-56.81,64.28
2023-06-25 16:45:19.1100,22.78,19.37,-57.53,64.84
2023-06-25 16:45:19.2100,22.75,19.57,-57.2,64.6
2023-06-25 16:45:19.3100,22.83,19.63,-56.84,64.32
2023-06-25 16:45:19.4100,22.65,19.24,-57.38,64.62
2023-06-25 16:45:19.5130,22.78,19.41,-57.56,64.87
2023-06-25 16:45:19.6120,22.65,19.27,-57.17,64.44
2023-06-25 16:45:19.7110,22.81,19.31,-57.42,64.73
2023-06-25 16:45:19.8110,22.47,19.3,-57.11,64.34
2023-06-25 16:45:19.9140,22.58,18.99,-57.02,64.2
2023-06-25 16:45:20.0110,22.64,19.08,-56.73,63.99
2023-06-25 16:45:20.1130,22.71,19.35,-56.88,64.23
2023-06-25 16:45:20.2120,22.39,18.82,-56.76,63.85
2023-06-25 16:45:20.3160,22.5,19.21,-57.09,64.3
2023-06-25 16:45:20.4160,22.25,19.25,-57.41,64.51
2023-06-25 16:45:20.5160,22.52,19.1,-57.46,64.6
2023-06-25 16:45:20.6140,22.52,19.07,-57.04,64.22
2023-06-25 16:45:20.7200,22.51,19.43,-56.85,64.15
2023-06-25 16:45:20.8180,22.51,19.17,-56.99,64.2
2023-06-25 16:45:20.9220,22.25,19.19,-57.25,64.35
2023-06-25 16:45:21.0180,22.72,19.05,-56.9,64.16
2023-06-25 16:45:21.0970,22.81,19.26,-56.95,64.3
2023-06-25 16:45:21.1960,22.98,19.53,-57.47,64.9
2023-06-25 16:45:21.2960,22.91,19.39,-57.27,64.66
2023-06-25 16:45:21.3950,23.03,19.46,-56.62,64.15
2023-06-25 16:45:21.4940,22.81,19.38,-57.61,64.92
2023-06-25 16:45:21.5930,22.88,19.26,-57.1,64.46
2023-06-25 16:45:21.6930,22.91,19.3,-57.21,64.58
2023-06-25 16:45:21.7920,22.93,19.46,-57.19,64.62
2023-06-25 16:45:21.8910,23.0,19.62,-57.13,64.63
2023-06-25 16:45:21.9900,23.0,19.59,-56.72,64.27
2023-06-25 16:45:22.0890,22.76,19.76,-56.57,64.1
2023-06-25 16:45:22.1890,22.63,19.52,-56.84,64.21
2023-06-25 16:45:22.2890,22.79,19.26,-56.68,64.05
2023-06-25 16:45:22.3880,22.67,19.47,-56.37,63.8
2023-06-25 16:45:22.4870,22.8,19.4,-56.99,64.38
2023-06-25 16:45:22.5870,22.69,19.14,-56.39,63.72
2023-06-25 16:45:22.6860,22.53,19.24,-56.79,64.06
2023-06-25 16:45:22.7850,22.58,19.51,-56.5,63.9
2023-06-25 16:45:22.8850,22.38,19.35,-56.58,63.85
2023-06-25 16:45:22.9840,22.57,19.72,-56.67,64.11
2023-06-25 16:45:23.0830,22.68,19.47,-56.32,63.77
2023-06-25 16:45:23.1820,22.5,19.65,-56.64,64.04
2023-06-25 16:45:23.2820,22.49,19.48,-56.8,64.12
2023-06-25 16:45:23.3810,22.71,19.02,-56.53,63.82
