time,Bx,By,Bz,Btotal
2023-06-25 16:48:57.4470,-41.06,-16.48,-57.97,72.92
2023-06-25 16:48:57.5510,-41.15,-16.21,-58.01,72.94
2023-06-25 16:48:57.6550,-41.41,-16.25,-57.76,72.9
2023-06-25 16:48:57.7600,-41.38,-16.49,-57.9,73.05
2023-06-25 16:48:57.8640,-41.23,-16.03,-57.69,72.7
2023-06-25 16:48:57.9680,-41.14,-16.37,-57.84,72.85
2023-06-25 16:48:58.0710,-41.11,-16.32,-57.69,72.69
2023-06-25 16:48:58.1760,-40.9,-16.47,-57.71,72.62
2023-06-25 16:48:58.2810,-40.97,-16.48,-57.57,72.56
2023-06-25 16:48:58.3850,-40.61,-16.65,-57.72,72.51
2023-06-25 16:48:58.4890,-40.17,-16.45,-57.38,71.95
2023-06-25 16:48:58.5940,-40.14,-16.49,-57.19,71.79
2023-06-25 16:48:58.6980,-40.4,-16.89,-57.58,72.34
2023-06-25 16:48:58.8030,-40.14,-16.67,-57.32,71.93
2023-06-25 16:48:58.9240,-39.73,-16.81,-56.83,71.35
2023-06-25 16:48:59.0250,-39.8,-17.11,-56.77,71.41
2023-06-25 16:48:59.1220,-39.83,-16.87,-57.15,71.68
2023-06-25 16:48:59.2190,-39.55,-17.04,-56.65,71.16
2023-06-25 16:48:59.3240,-39.53,-16.93,-57.38,71.71
2023-06-25 16:48:59.4270,-39.49,-17.0,-57.42,71.73
2023-06-25 16:48:59.5320,-39.39,-16.85,-57.62,71.8
2023-06-25 16:48:59.6360,-39.15,-17.07,-57.22,71.4
2023-06-25 16:48:59.7400,-39.41,-16.93,-56.94,71.29
2023-06-25 16:48:59.8450,-39.26,-16.87,-57.05,71.28
2023-06-25 16:48:59.9490,-39.26,-17.16,-57.56,71.75
2023-06-25 16:49:00.0540,-39.4,-17.07,-56.96,71.33
2023-06-25 16:49:00.1580,-39.1,-16.96,-57.04,71.2
2023-06-25 16:49:00.2630,-39.0,-16.88,-57.09,71.17
2023-06-25 16:49:00.3670,-38.93,-17.04,-57.41,71.42
2023-06-25 16:49:00.4710,-38.92,-17.21,-57.3,71.37
2023-06-25 16:49:00.5750,-38.77,-17.03,-57.17,71.14
2023-06-25 16:49:00.6800,-38.83,-17.19,-57.42,71.42
2023-06-25 16:49:00.7840,-39.08,-17.26,-57.4,71.55
2023-06-25 16:49:00.8880,-38.87,-17.26,-57.16,71.24
2023-06-25 16:49:00.9920,-38.63,-17.35,-57.12,71.11
2023-06-25 16:49:01.0970,-38.94,-17.14,-57.56,71.57
2023-06-25 16:49:01.2010,-39.15,-17.51,-57.38,71.63
2023-06-25 16:49:01.3060,-39.22,-17.2,-57.08,71.36
2023-06-25 16:49:01.4100,-38.87,-17.1,-57.22,71.25
2023-06-25 16:49:01.5140,-39.15,-16.95,-57.04,71.23
2023-06-25 16:49:01.6180,-39.18,-16.93,-57.09,71.28
2023-06-25 16:49:01.7410,-39.1,-17.02,-57.0,71.19
2023-06-25 16:49:01.8420,-39.42,-17.11,-57.37,71.68
2023-06-25 16:49:01.9460,-39.79,-17.15,-57.7,72.16
2023-06-25 16:49:02.0470,-40.16,-16.93,-57.82,72.4
2023-06-25 16:49:02.1430,-40.07,-17.07,-57.43,72.08
2023-06-25 16:49:02.2430,-39.87,-16.95,-57.77,72.21
2023-06-25 16:49:02.3500,-40.48,-16.84,-57.87,72.6
2023-06-25 16:49:02.4520,-40.62,-16.65,-58.34,73.02
2023-06-25 16:49:02.5560,-40.29,-16.45,-58.28,72.74
2023-06-25 16:49:02.6610,-40.6,-16.48,-57.93,72.63
2023-06-25 16:49:02.7650,-40.66,-16.42,-57.83,72.57
2023-06-25 16:49:02.8690,-40.96,-16.32,-58.03,72.88
2023-06-25 16:49:02.9740,-40.93,-16.43,-58.28,73.09
2023-06-25 16:49:03.0780,-41.14,-16.53,-57.93,72.95
2023-06-25 16:49:03.1830,-41.3,-16.57,-57.97,73.08
2023-06-25 16:49:03.2860,-41.3,-16.61,-58.19,73.26
2023-06-25 16:49:03.3910,-41.17,-16.21,-57.9,72.87
2023-06-25 16:49:03.4950,-41.35,-15.96,-58.03,73.02
2023-06-25 16:49:03.6000,-41.26,-16.25,-57.91,72.94
2023-06-25 16:49:03.7040,-41.17,-16.34,-57.9,72.9
2023-06-25 16:49:03.8080,-40.89,-16.35,-57.44,72.38
2023-06-25 16:49:03.9120,-41.14,-16.19,-57.5,72.53
2023-06-25 16:49:04.0170,-41.05,-16.33,-57.88,72.81
2023-06-25 16:49:04.1210,-41.25,-16.32,-58.16,73.15
2023-06-25 16:49:04.2260,-41.12,-16.2,-58.16,73.05
