time,Bx,By,Bz,Btotal
2023-06-25 16:48:22.7290,-33.96,1.23,-64.11,72.55
2023-06-25 16:48:22.8290,-33.52,1.4,-64.58,72.77
2023-06-25 16:48:22.9320,-33.45,1.44,-64.68,72.83
2023-06-25 16:48:23.0320,-33.3,1.37,-64.24,72.37
2023-06-25 16:48:23.1340,-33.2,1.21,-64.24,72.32
2023-06-25 16:48:23.2380,-33.39,1.43,-64.56,72.7
2023-06-25 16:48:23.3430,-33.62,1.35,-64.86,73.07
2023-06-25 16:48:23.4470,-33.3,1.2,-64.44,72.55
2023-06-25 16:48:23.5520,-33.63,1.01,-64.48,72.73
2023-06-25 16:48:23.6560,-33.66,1.46,-64.21,72.52
2023-06-25 16:48:23.7600,-33.47,1.18,-64.37,72.56
2023-06-25 16:48:23.8650,-33.43,1.41,-64.02,72.23
2023-06-25 16:48:23.9690,-33.56,1.53,-64.33,72.57
2023-06-25 16:48:24.0730,-33.43,1.33,-64.35,72.53
2023-06-25 16:48:24.1770,-33.37,1.48,-64.35,72.5
2023-06-25 16:48:24.2820,-33.62,1.65,-64.17,72.47
2023-06-25 16:48:24.3850,-33.21,1.39,-64.28,72.36
2023-06-25 16:48:24.4890,-33.48,1.28,-64.43,72.62
2023-06-25 16:48:24.5950,-33.52,1.49,-64.66,72.85
2023-06-25 16:48:24.6990,-33.49,1.52,-65.0,73.13
2023-06-25 16:48:24.8030,-33.74,1.33,-64.42,72.74
2023-06-25 16:48:24.9080,-33.59,1.31,-63.83,72.14
2023-06-25 16:48:25.0120,-33.61,1.2,-63.98,72.28
2023-06-25 16:48:25.1160,-33.53,1.01,-63.8,72.08
2023-06-25 16:48:25.2200,-33.92,1.08,-63.68,72.16
2023-06-25 16:48:25.3250,-34.39,0.88,-63.88,72.56
2023-06-25 16:48:25.4460,-33.76,1.3,-63.37,71.81
2023-06-25 16:48:25.5460,-33.93,1.03,-62.98,71.55
2023-06-25 16:48:25.6430,-34.18,0.98,-63.02,71.7
2023-06-25 16:48:25.7500,-34.24,0.69,-63.03,71.74
2023-06-25 16:48:25.8470,-34.3,0.54,-63.0,71.74
2023-06-25 16:48:25.9500,-34.24,0.68,-63.14,71.83
2023-06-25 16:48:26.0540,-34.22,0.67,-62.91,71.61
2023-06-25 16:48:26.1580,-33.89,0.64,-63.14,71.66
2023-06-25 16:48:26.2630,-33.71,0.46,-62.75,71.24
2023-06-25 16:48:26.3670,-33.64,0.54,-62.83,71.27
2023-06-25 16:48:26.4710,-34.12,0.54,-63.28,71.89
2023-06-25 16:48:26.5760,-34.02,0.86,-63.23,71.8
2023-06-25 16:48:26.6810,-33.95,0.69,-63.4,71.93
2023-06-25 16:48:26.7850,-33.97,1.23,-63.41,71.95
2023-06-25 16:48:26.8890,-33.5,0.94,-64.07,72.3
2023-06-25 16:48:26.9930,-34.04,1.05,-63.86,72.38
2023-06-25 16:48:27.0980,-33.84,1.06,-64.15,72.54
2023-06-25 16:48:27.2020,-33.98,0.86,-64.39,72.81
2023-06-25 16:48:27.3050,-33.84,1.19,-64.0,72.41
2023-06-25 16:48:27.4090,-33.47,1.09,-64.53,72.7
2023-06-25 16:48:27.5140,-33.58,0.78,-64.09,72.36
2023-06-25 16:48:27.6180,-33.88,0.93,-64.19,72.59
2023-06-25 16:48:27.7220,-34.01,1.1,-64.23,72.69
2023-06-25 16:48:27.8260,-34.01,0.9,-64.72,73.11
2023-06-25 16:48:27.9310,-33.73,1.19,-64.12,72.46
2023-06-25 16:48:28.0350,-33.81,1.11,-63.93,72.33
2023-06-25 16:48:28.1410,-33.98,1.02,-63.96,72.44
2023-06-25 16:48:28.2610,-33.95,1.22,-64.43,72.84
2023-06-25 16:48:28.3620,-33.7,1.18,-64.1,72.43
2023-06-25 16:48:28.4620,-33.75,0.95,-64.0,72.36
2023-06-25 16:48:28.5670,-33.91,1.24,-64.57,72.94
2023-06-25 16:48:28.6640,-33.74,1.31,-64.02,72.38
2023-06-25 16:48:28.7660,-33.63,1.25,-64.52,72.77
2023-06-25 16:48:28.8700,-33.75,1.2,-64.58,72.88
2023-06-25 16:48:28.9740,-33.66,1.17,-64.75,72.98
2023-06-25 16:48:29.0790,-33.39,1.21,-64.95,73.04
2023-06-25 16:48:29.1830,-33.36,1.35,-64.4,72.54
2023-06-25 16:48:29.2870,-33.39,1.51,-64.36,72.53
2023-06-25 16:48:29.3920,-33.41,1.37,-64.38,72.55
2023-06-25 16:48:29.4960,-33.3,1.4,-64.35,72.47
2023-06-25 16:48:29.6010,-33.81,1.38,-64.5,72.84
2023-06-25 16:48:29.7050,-33.31,1.35,-64.43,72.55
2023-06-25 16:48:29.8090,-33.88,1.42,-64.52,72.89
