time,Bx,By,Bz,Btotal,compass,mean,max,min,std,offset
2023-06-25 16:47:15.0220,-23.15,28.12,-55.63,66.49,39.46317412356824,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:15.1270,-22.93,28.1,-55.66,66.43,39.214934728999644,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:15.2310,-22.9,28.39,-55.73,66.6,38.89041301505993,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:15.3350,-22.73,27.92,-56.17,66.72,39.149440121067485,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:15.4400,-22.69,28.56,-55.94,66.78,38.46601011571595,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:15.5440,-22.78,28.49,-55.99,66.82,38.645089982500565,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:15.6480,-22.68,28.51,-55.92,66.74,38.50261184271603,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:15.7530,-22.85,28.33,-55.89,66.69,38.88844928435221,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:15.8570,-22.9,28.49,-55.63,66.56,38.7920008028537,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:15.9610,-22.62,28.38,-55.96,66.7,38.5562528655347,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:16.0640,-22.77,28.37,-55.71,66.53,38.75082023446913,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:16.1700,-22.88,28.28,-55.65,66.48,38.9746711233837,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:16.2730,-22.53,28.3,-55.96,66.63,38.52375515201343,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:16.3780,-23.02,28.53,-55.89,66.84,38.89901729291056,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:16.4820,-22.82,28.17,-55.69,66.45,39.01029717011413,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:16.6040,-22.76,28.47,-55.69,66.56,38.64016875718993,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:16.7050,-23.03,28.63,-55.69,66.72,38.813233063107944,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:16.8110,-22.89,28.45,-56.2,67.02,38.81909212022289,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:16.9080,-22.91,28.3,-55.58,66.45,38.99157645281999,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:17.0080,-23.02,28.4,-55.87,66.77,39.02695834346796,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:17.1080,-22.76,28.44,-56.21,66.99,38.6696343180502,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:17.2120,-22.88,28.39,-56.19,66.98,38.8659514293204,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:17.3160,-23.01,28.14,-56.29,67.01,39.27277142381994,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:17.4200,-23.1,28.39,-56.16,67.03,39.13410427831972,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:17.5240,-23.07,28.43,-56.15,67.03,39.05818139594659,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:17.6290,-22.83,28.36,-56.14,66.91,38.83431013154942,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:17.7340,-22.92,28.39,-56.11,66.93,38.914857764461935,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:17.8390,-22.9,28.48,-55.75,66.65,38.8018231432518,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:17.9430,-22.71,28.62,-56.69,67.44,38.432037055275956,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:18.0470,-22.77,28.35,-56.41,67.11,38.77054599697897,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:18.1510,-22.7,28.34,-56.16,66.88,38.69430893435826,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:18.2550,-22.95,28.45,-56.44,67.24,38.89236835501055,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:18.3590,-23.03,28.6,-56.47,67.36,38.84257317790156,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:18.4640,-22.9,28.4,-55.93,66.78,38.88055288774291,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:18.5680,-22.82,28.42,-55.77,66.63,38.76291992354151,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
2023-06-25 16:47:18.6730,-22.99,28.68,-55.69,66.73,38.71579918327572,38.69367787508637,39.46317412356824,38.050249804013866,0.2751308178912206,8.693677875086372
