time,Bx,By,Bz,Btotal
2023-06-25 16:43:07.2420,-2.31,-41.44,-52.72,67.1
2023-06-25 16:43:07.3470,-2.2,-41.62,-52.93,67.37
2023-06-25 16:43:07.4510,-2.43,-41.71,-52.91,67.42
2023-06-25 16:43:07.5710,-2.26,-41.32,-53.44,67.59
2023-06-25 16:43:07.6700,-2.33,-41.56,-53.11,67.47
2023-06-25 16:43:07.7740,-2.59,-41.63,-53.04,67.48
2023-06-25 16:43:07.8730,-2.49,-41.63,-53.06,67.49
2023-06-25 16:43:07.9730,-2.49,-41.22,-52.5,66.79
2023-06-25 16:43:08.0770,-2.63,-41.13,-53.13,67.24
2023-06-25 16:43:08.1800,-2.58,-41.21,-53.31,67.43
2023-06-25 16:43:08.2850,-2.29,-41.55,-53.01,67.39
2023-06-25 16:43:08.3890,-2.3,-41.58,-53.23,67.59
2023-06-25 16:43:08.4930,-2.53,-41.39,-53.11,67.38
2023-06-25 16:43:08.5960,-2.53,-41.16,-52.25,66.57
2023-06-25 16:43:08.7020,-2.5,-41.66,-53.01,67.47
2023-06-25 16:43:08.8050,-2.56,-41.54,-52.91,67.32
2023-06-25 16:43:08.9110,-2.27,-41.36,-52.49,66.87
2023-06-25 16:43:09.0150,-2.15,-41.3,-52.67,66.96
2023-06-25 16:43:09.1190,-2.3,-41.7,-52.97,67.45
2023-06-25 16:43:09.2240,-2.51,-41.38,-53.01,67.29
2023-06-25 16:43:09.3280,-2.4,-41.68,-53.02,67.49
2023-06-25 16:43:09.4320,-2.71,-41.72,-53.31,67.75
2023-06-25 16:43:09.5370,-2.46,-41.65,-53.29,67.68
2023-06-25 16:43:09.6410,-2.33,-41.53,-53.49,67.76
2023-06-25 16:43:09.7450,-2.63,-41.48,-53.4,67.67
2023-06-25 16:43:09.8490,-2.51,-41.63,-52.68,67.19
2023-06-25 16:43:09.9540,-2.78,-41.58,-53.32,67.67
2023-06-25 16:43:10.0580,-3.04,-41.6,-53.45,67.8
2023-06-25 16:43:10.1620,-2.59,-41.67,-52.99,67.46
2023-06-25 16:43:10.2670,-2.57,-41.82,-53.31,67.8
2023-06-25 16:43:10.3890,-2.83,-41.99,-53.18,67.82
2023-06-25 16:43:10.4870,-2.9,-41.59,-52.65,67.15
2023-06-25 16:43:10.5920,-2.7,-41.5,-52.6,67.06
2023-06-25 16:43:10.6910,-2.5,-41.8,-53.36,67.82
2023-06-25 16:43:10.7890,-2.96,-41.61,-53.12,67.54
2023-06-25 16:43:10.8910,-2.5,-41.39,-52.71,67.06
2023-06-25 16:43:10.9960,-2.51,-41.72,-52.78,67.33
2023-06-25 16:43:11.1000,-2.58,-41.62,-53.12,67.53
2023-06-25 16:43:11.2050,-2.71,-41.64,-52.91,67.38
2023-06-25 16:43:11.3090,-2.87,-41.8,-52.71,67.34
2023-06-25 16:43:11.4130,-2.7,-41.86,-52.53,67.22
2023-06-25 16:43:11.5180,-2.53,-41.95,-53.1,67.71
2023-06-25 16:43:11.6220,-2.53,-41.39,-53.21,67.46
2023-06-25 16:43:11.7260,-2.32,-41.46,-52.89,67.25
2023-06-25 16:43:11.8310,-2.6,-41.4,-52.81,67.15
