time,distance
2023-06-27 18:32:31.520040,0.75
2023-06-27 18:32:32.021148,0.76
2023-06-27 18:32:32.520078,0.78
2023-06-27 18:32:33.020503,0.78
2023-06-27 18:32:33.521743,0.74
2023-06-27 18:32:34.021299,0.77
2023-06-27 18:32:34.521718,0.71
2023-06-27 18:32:35.022043,0.78
2023-06-27 18:32:35.522805,0.67
2023-06-27 18:32:36.022728,0.86
2023-06-27 18:32:36.523112,0.59
2023-06-27 18:32:37.023500,0.75
2023-06-27 18:32:37.524426,0.64
2023-06-27 18:32:38.024730,0.68
2023-06-27 18:32:38.524330,0.68
2023-06-27 18:32:39.023941,0.65
2023-06-27 18:32:39.523569,0.70
2023-06-27 18:32:40.023139,0.70
2023-06-27 18:32:40.522966,0.92
2023-06-27 18:32:41.022382,0.78
2023-06-27 18:32:41.522041,0.90
2023-06-27 18:32:42.021545,1.01
2023-06-27 18:32:42.521232,1.00
2023-06-27 18:32:43.020897,0.81
2023-06-27 18:32:43.520598,0.74
2023-06-27 18:32:44.020285,0.91
2023-06-27 18:32:44.520008,0.71
2023-06-27 18:32:45.018891,0.73
2023-06-27 18:32:45.519847,0.68
2023-06-27 18:32:46.018163,0.19
2023-06-27 18:32:46.517831,0.00
2023-06-27 18:32:47.017530,0.00
2023-06-27 18:32:47.517236,0.00
2023-06-27 18:32:48.017007,0.20
2023-06-27 18:32:48.517055,0.22
2023-06-27 18:32:49.016471,0.32
2023-06-27 18:32:49.516209,0.30
2023-06-27 18:32:50.015957,0.22
2023-06-27 18:32:50.515681,0.00
2023-06-27 18:32:51.015962,0.30
2023-06-27 18:32:51.515697,0.00
2023-06-27 18:32:52.016702,0.00
2023-06-27 18:32:52.515507,0.00
2023-06-27 18:32:53.015426,0.00
2023-06-27 18:32:53.515212,0.00
2023-06-27 18:32:54.014592,0.00
2023-06-27 18:32:54.515325,0.33
2023-06-27 18:32:55.013921,0.34
2023-06-27 18:32:55.513875,0.00
2023-06-27 18:32:56.013426,0.00
2023-06-27 18:32:56.513255,0.00
2023-06-27 18:32:57.013101,0.00
2023-06-27 18:32:57.512930,0.00
2023-06-27 18:32:58.012786,0.00
2023-06-27 18:32:58.512942,0.00
2023-06-27 18:32:59.012492,0.00
2023-06-27 18:32:59.512392,0.19
2023-06-27 18:33:00.012230,0.00
2023-06-27 18:33:00.512094,0.00
2023-06-27 18:33:01.012169,0.00
2023-06-27 18:33:01.512127,0.00
2023-06-27 18:33:02.012113,0.00
2023-06-27 18:33:02.512049,0.18
2023-06-27 18:33:03.012095,0.00
2023-06-27 18:33:03.511957,0.00
2023-06-27 18:33:04.012038,0.00
2023-06-27 18:33:04.511958,0.00
2023-06-27 18:33:05.011990,0.00
2023-06-27 18:33:05.511198,0.00
2023-06-27 18:33:06.011036,0.00
2023-06-27 18:33:06.510937,0.00
2023-06-27 18:33:07.010847,0.00
2023-06-27 18:33:07.510785,0.00
2023-06-27 18:33:08.010718,0.00
2023-06-27 18:33:08.510981,0.00
2023-06-27 18:33:09.010597,0.00
2023-06-27 18:33:09.510596,0.00
2023-06-27 18:33:10.010511,0.00
2023-06-27 18:33:10.510466,0.00
2023-06-27 18:33:11.010592,0.00
2023-06-27 18:33:11.510578,0.00
2023-06-27 18:33:12.010500,0.17
2023-06-27 18:33:12.510449,0.00
2023-06-27 18:33:13.010438,0.25
2023-06-27 18:33:13.511406,0.17
2023-06-27 18:33:14.010362,0.33
2023-06-27 18:33:14.510364,0.25
2023-06-27 18:33:15.010376,0.29
2023-06-27 18:33:15.510445,0.19
2023-06-27 18:33:16.010349,0.00
2023-06-27 18:33:16.510386,0.00
2023-06-27 18:33:17.010441,0.00
2023-06-27 18:33:17.510421,0.00
2023-06-27 18:33:18.010413,0.00
2023-06-27 18:33:18.510685,0.35
2023-06-27 18:33:19.010449,0.00
2023-06-27 18:33:19.510504,0.25
2023-06-27 18:33:20.010543,0.21
2023-06-27 18:33:20.512576,0.00
2023-06-27 18:33:21.010784,0.00
2023-06-27 18:33:21.510852,0.00
2023-06-27 18:33:22.010927,0.48
2023-06-27 18:33:22.510982,0.25
2023-06-27 18:33:23.010967,0.00
2023-06-27 18:33:23.511066,0.24
2023-06-27 18:33:24.011052,0.33
2023-06-27 18:33:24.511183,0.00
2023-06-27 18:33:25.011299,0.00
2023-06-27 18:33:25.511706,0.24
2023-06-27 18:33:26.010610,0.00
2023-06-27 18:33:26.510732,0.18
2023-06-27 18:33:27.010739,0.19
2023-06-27 18:33:27.510811,0.49
2023-06-27 18:33:28.010860,0.17
2023-06-27 18:33:28.511230,0.00
2023-06-27 18:33:29.010927,0.00
2023-06-27 18:33:29.510977,0.00
2023-06-27 18:33:30.011053,0.00
2023-06-27 18:33:30.511106,0.00
2023-06-27 18:33:31.011530,0.00
2023-06-27 18:33:31.511796,0.00
2023-06-27 18:33:32.011920,0.00
2023-06-27 18:33:32.512147,0.00
2023-06-27 18:33:33.012378,0.18
2023-06-27 18:33:33.512470,0.33
2023-06-27 18:33:34.011719,0.00
2023-06-27 18:33:34.511874,0.32
2023-06-27 18:33:35.011952,0.17
2023-06-27 18:33:35.512343,0.00
2023-06-27 18:33:36.012866,0.21
2023-06-27 18:33:36.512818,0.00
2023-06-27 18:33:37.012180,0.00
2023-06-27 18:33:37.512371,0.22
2023-06-27 18:33:38.012558,0.00
2023-06-27 18:33:38.512882,0.43
2023-06-27 18:33:39.013175,0.00
2023-06-27 18:33:39.512627,0.00
2023-06-27 18:33:40.012774,0.23
