time,distance
2023-06-27 18:33:40.513132,0.17
2023-06-27 18:33:41.013227,0.00
2023-06-27 18:33:41.513720,0.00
2023-06-27 18:33:42.013092,0.00
2023-06-27 18:33:42.513293,0.31
2023-06-27 18:33:43.013534,0.00
2023-06-27 18:33:43.513881,0.00
2023-06-27 18:33:44.014289,0.00
2023-06-27 18:33:44.513714,0.00
2023-06-27 18:33:45.013777,0.00
2023-06-27 18:33:45.514385,0.00
2023-06-27 18:33:46.014397,0.00
2023-06-27 18:33:46.514724,0.00
2023-06-27 18:33:47.014957,0.00
2023-06-27 18:33:47.514295,0.00
2023-06-27 18:33:48.014397,0.00
2023-06-27 18:33:48.515545,0.00
2023-06-27 18:33:49.014757,0.00
2023-06-27 18:33:49.514987,0.00
2023-06-27 18:33:50.015235,0.00
2023-06-27 18:33:50.515451,0.22
2023-06-27 18:33:51.015680,0.00
2023-06-27 18:33:51.515225,0.38
2023-06-27 18:33:52.016201,0.40
2023-06-27 18:33:52.515474,0.41
2023-06-27 18:33:53.015665,0.55
2023-06-27 18:33:53.516031,0.86
2023-06-27 18:33:54.016265,0.66
2023-06-27 18:33:54.516477,0.72
2023-06-27 18:33:55.016696,0.68
2023-06-27 18:33:55.516265,0.81
2023-06-27 18:33:56.016387,0.78
2023-06-27 18:33:56.516479,0.50
2023-06-27 18:33:57.016693,0.48
2023-06-27 18:33:57.516900,0.46
2023-06-27 18:33:58.017156,0.42
2023-06-27 18:33:58.517398,0.41
2023-06-27 18:33:59.017890,0.27
2023-06-27 18:33:59.517286,0.34
2023-06-27 18:34:00.017376,0.36
2023-06-27 18:34:00.517904,0.40
2023-06-27 18:34:01.017560,0.45
2023-06-27 18:34:01.517705,0.48
2023-06-27 18:34:02.017829,0.41
2023-06-27 18:34:02.517980,0.36
2023-06-27 18:34:03.018237,0.49
2023-06-27 18:34:03.518560,0.42
2023-06-27 18:34:04.018384,0.48
2023-06-27 18:34:04.518540,0.53
2023-06-27 18:34:05.018676,0.82
2023-06-27 18:34:05.518827,1.06
2023-06-27 18:34:06.019406,1.45
2023-06-27 18:34:06.519117,1.69
2023-06-27 18:34:07.019274,2.04
2023-06-27 18:34:07.519387,2.49
2023-06-27 18:34:08.019548,2.83
2023-06-27 18:34:08.520968,3.20
2023-06-27 18:34:09.019825,3.59
2023-06-27 18:34:09.519978,3.90
2023-06-27 18:34:10.020142,4.34
2023-06-27 18:34:10.520275,4.79
2023-06-27 18:34:11.020438,5.08
2023-06-27 18:34:11.521056,5.52
2023-06-27 18:34:12.021515,5.86
2023-06-27 18:34:12.521368,6.22
2023-06-27 18:34:13.021148,6.64
2023-06-27 18:34:13.521668,6.99
2023-06-27 18:34:14.021927,7.38
2023-06-27 18:34:14.522316,7.81
2023-06-27 18:34:15.021853,8.08
2023-06-27 18:34:15.521904,8.56
2023-06-27 18:34:16.022328,8.92
2023-06-27 18:34:16.522609,9.24
2023-06-27 18:34:17.022916,9.70
2023-06-27 18:34:17.523356,10.08
2023-06-27 18:34:18.023193,10.36
2023-06-27 18:34:18.524896,10.81
2023-06-27 18:34:25.589089,12.51
2023-06-27 18:34:26.090213,12.16
2023-06-27 18:34:26.589511,11.89
2023-06-27 18:34:27.090076,12.05
2023-06-27 18:34:27.590250,12.51
2023-06-27 18:34:30.790851,13.86
2023-06-27 18:34:31.291053,13.76
2023-06-27 18:34:31.791057,13.78
2023-06-27 18:34:32.291554,13.86
2023-06-27 18:34:32.791559,13.90
2023-06-27 18:34:33.291559,13.97
2023-06-27 18:34:33.791716,14.04
2023-06-27 18:34:34.291916,14.04
2023-06-27 18:34:34.792049,14.06
2023-06-27 18:34:35.292208,14.04
2023-06-27 18:34:35.792380,14.17
2023-06-27 18:34:36.292535,14.21
2023-06-27 18:34:36.792889,14.44
2023-06-27 18:34:37.793654,14.82
2023-06-27 18:34:38.293527,15.07
2023-06-27 18:34:38.793833,15.08
2023-06-27 18:34:39.294160,15.22
2023-06-27 18:34:39.794413,15.41
2023-06-27 18:34:40.294784,15.56
2023-06-27 18:34:40.794193,15.66
2023-06-27 18:34:41.294471,15.87
2023-06-27 18:34:42.594818,16.29
2023-06-27 18:34:45.402149,17.23
2023-06-27 18:34:48.004677,18.04
2023-06-27 18:34:55.807714,19.46
2023-06-27 18:35:01.707393,20.49
2023-06-27 18:35:02.208139,20.54
2023-06-27 18:36:22.025559,3.78
