time,distance
2023-06-27 19:04:42.936979,0.23
2023-06-27 19:04:43.437546,0.24
2023-06-27 19:04:43.937095,0.35
2023-06-27 19:04:44.437050,0.20
2023-06-27 19:04:44.937102,0.30
2023-06-27 19:04:45.437305,0.26
2023-06-27 19:04:45.935178,0.29
2023-06-27 19:04:46.437256,0.32
2023-06-27 19:04:46.937387,0.00
2023-06-27 19:04:47.437432,0.22
2023-06-27 19:04:47.937397,0.50
2023-06-27 19:04:48.437567,0.75
2023-06-27 19:04:48.937354,0.85
2023-06-27 19:04:49.435322,1.22
2023-06-27 19:04:49.935402,1.41
2023-06-27 19:04:50.437357,1.49
2023-06-27 19:04:50.937476,1.63
2023-06-27 19:04:51.437752,1.72
2023-06-27 19:04:51.937730,1.70
2023-06-27 19:04:52.437668,1.77
2023-06-27 19:04:53.435813,1.56
2023-06-27 19:04:53.937462,1.50
2023-06-27 19:04:54.437697,1.32
2023-06-27 19:04:54.937599,1.38
2023-06-27 19:04:55.437672,1.49
2023-06-27 19:04:55.937530,1.61
2023-06-27 19:04:56.437588,1.81
2023-06-27 19:04:56.935627,1.72
2023-06-27 19:04:57.435647,1.65
2023-06-27 19:04:57.935654,1.60
2023-06-27 19:04:58.437972,1.61
2023-06-27 19:04:58.936646,1.71
2023-06-27 19:04:59.936870,1.70
2023-06-27 19:05:00.436948,1.77
2023-06-27 19:05:00.936861,1.71
2023-06-27 19:05:01.435799,1.73
2023-06-27 19:05:01.935846,1.52
2023-06-27 19:05:02.435827,1.20
2023-06-27 19:05:02.935865,1.09
2023-06-27 19:05:03.436174,1.36
2023-06-27 19:05:03.935877,2.05
2023-06-27 19:05:04.937216,2.28
2023-06-27 19:05:05.437236,2.37
2023-06-27 19:05:05.935965,2.68
2023-06-27 19:05:06.435997,2.87
2023-06-27 19:05:06.935999,3.29
2023-06-27 19:05:07.436158,3.62
2023-06-27 19:05:07.936054,4.03
2023-06-27 19:05:08.436408,4.23
2023-06-27 19:05:08.936073,4.44
2023-06-27 19:05:09.436090,4.78
2023-06-27 19:05:09.936113,5.15
2023-06-27 19:05:10.436123,5.31
2023-06-27 19:05:10.937055,5.45
2023-06-27 19:05:11.437788,5.46
2023-06-27 19:05:11.936310,5.70
2023-06-27 19:05:12.436769,5.48
2023-06-27 19:05:12.936473,5.58
2023-06-27 19:05:13.436945,5.67
2023-06-27 19:05:13.937097,5.67
2023-06-27 19:05:14.436379,5.87
2023-06-27 19:05:14.936499,6.00
2023-06-27 19:05:15.436693,6.06
2023-06-27 19:05:15.936476,6.16
2023-06-27 19:05:16.436582,6.43
2023-06-27 19:05:16.936597,6.55
2023-06-27 19:05:17.437414,6.81
2023-06-27 19:05:17.936925,6.89
2023-06-27 19:05:18.436892,6.97
2023-06-27 19:05:18.937165,7.06
2023-06-27 19:05:19.437338,7.24
2023-06-27 19:05:19.938039,7.31
2023-06-27 19:05:20.437553,7.47
2023-06-27 19:05:20.936684,7.64
2023-06-27 19:05:21.436683,7.85
2023-06-27 19:05:21.936698,8.05
2023-06-27 19:05:22.436738,8.32
2023-06-27 19:05:22.936698,8.52
2023-06-27 19:05:23.437096,8.77
2023-06-27 19:05:23.937138,9.09
2023-06-27 19:05:24.437140,9.46
2023-06-27 19:05:24.937294,9.75
2023-06-27 19:05:25.437357,10.04
2023-06-27 19:05:25.937559,10.27
2023-06-27 19:05:26.437492,10.58
2023-06-27 19:05:26.936934,10.85
2023-06-27 19:05:27.437788,11.20
2023-06-27 19:05:27.937023,11.33
2023-06-27 19:05:28.437988,11.59
2023-06-27 19:05:28.937112,11.99
2023-06-27 19:05:29.437128,12.33
2023-06-27 19:05:29.937205,12.54
2023-06-27 19:05:30.437372,12.87
2023-06-27 19:05:30.937426,13.05
2023-06-27 19:05:31.437525,13.25
2023-06-27 19:05:31.937241,13.53
2023-06-27 19:05:32.437750,13.80
2023-06-27 19:05:32.937267,13.99
2023-06-27 19:05:33.437761,14.33
2023-06-27 19:05:33.937895,14.55
2023-06-27 19:05:34.437968,14.83
2023-06-27 19:05:34.937992,15.16
2023-06-27 19:05:35.438239,15.55
2023-06-27 19:05:35.937327,15.78
2023-06-27 19:05:36.437353,16.14
2023-06-27 19:05:36.937287,16.52
2023-06-27 19:05:37.437310,16.97
2023-06-27 19:05:37.937332,17.31
2023-06-27 19:05:38.437669,17.54
2023-06-27 19:05:38.937355,17.73
2023-06-27 19:05:39.437393,17.91
2023-06-27 19:05:39.937431,18.19
2023-06-27 19:05:40.437431,18.40
2023-06-27 19:05:40.937437,18.44
2023-06-27 19:05:42.440732,18.71
2023-06-27 19:05:42.940831,18.67
2023-06-27 19:05:43.441014,18.72
2023-06-27 19:05:43.940967,18.71
2023-06-27 19:05:44.441059,18.75
2023-06-27 19:05:44.940598,18.79
2023-06-27 19:05:45.440628,18.78
2023-06-27 19:05:45.940651,18.34
2023-06-27 19:05:46.940688,18.07
2023-06-27 19:05:47.440685,17.86
2023-06-27 19:05:47.940725,17.68
2023-06-27 19:05:48.441062,17.85
2023-06-27 19:05:48.940791,18.07
2023-06-27 19:05:49.440787,18.15
2023-06-27 19:05:49.941675,18.11
2023-06-27 19:05:50.441896,18.20
2023-06-27 19:05:50.940923,18.08
2023-06-27 19:05:51.440964,18.04
2023-06-27 19:05:51.941087,18.08
2023-06-27 19:05:52.441036,17.90
2023-06-27 19:05:52.941021,17.90
2023-06-27 19:05:53.442069,17.92
2023-06-27 19:05:53.941127,17.75
2023-06-27 19:05:54.441170,17.67
2023-06-27 19:05:54.941203,17.58
2023-06-27 19:05:55.441311,17.37
2023-06-27 19:05:55.941454,17.40
2023-06-27 19:05:56.441674,17.37
2023-06-27 19:05:56.941077,17.26
2023-06-27 19:05:57.441151,17.06
2023-06-27 19:05:57.941414,16.96
2023-06-27 19:05:58.441443,16.90
2023-06-27 19:05:58.941166,16.90
2023-06-27 19:05:59.442001,16.92
2023-06-27 19:05:59.942012,16.98
2023-06-27 19:06:01.241869,16.85
2023-06-27 19:06:01.741982,17.01
2023-06-27 19:06:02.241969,17.14
2023-06-27 19:06:02.742100,17.03
2023-06-27 19:06:03.242111,17.11
2023-06-27 19:06:03.742228,17.18
2023-06-27 19:06:04.241581,17.22
2023-06-27 19:06:07.644520,16.24
2023-06-27 19:06:08.144535,16.05
2023-06-27 19:06:08.644555,15.74
2023-06-27 19:06:09.144557,15.42
2023-06-27 19:06:09.644599,15.01
2023-06-27 19:06:10.144607,14.60
2023-06-27 19:06:10.644625,14.26
2023-06-27 19:06:11.144631,13.80
2023-06-27 19:06:11.644988,13.49
2023-06-27 19:06:12.145509,13.19
2023-06-27 19:06:12.645582,12.84
2023-06-27 19:06:13.144971,12.53
2023-06-27 19:06:13.645958,12.31
2023-06-27 19:06:14.145140,12.06
2023-06-27 19:06:14.646224,11.86
2023-06-27 19:06:15.146130,11.56
2023-06-27 19:06:15.645704,11.31
2023-06-27 19:06:16.144963,11.20
2023-06-27 19:06:16.646093,10.98
2023-06-27 19:06:17.144883,10.80
2023-06-27 19:06:17.644913,10.71
2023-06-27 19:06:18.144915,10.67
2023-06-27 19:06:18.644935,10.50
2023-06-27 19:06:19.144969,10.37
2023-06-27 19:06:19.644971,10.20
2023-06-27 19:06:20.144995,10.13
2023-06-27 19:06:20.645010,10.10
2023-06-27 19:06:21.145024,10.01
2023-06-27 19:06:21.645402,10.16
2023-06-27 19:06:22.145982,10.09
2023-06-27 19:06:22.646068,10.14
2023-06-27 19:06:24.148586,10.43
2023-06-27 19:06:24.648344,10.72
2023-06-27 19:06:25.149476,10.73
2023-06-27 19:06:25.648318,10.68
2023-06-27 19:06:26.148519,10.72
2023-06-27 19:06:26.650397,10.95
2023-06-27 19:06:27.148276,11.12
2023-06-27 19:06:27.648285,11.34
2023-06-27 19:06:28.148319,11.56
2023-06-27 19:06:28.648343,11.67
2023-06-27 19:06:29.148353,11.96
2023-06-27 19:06:29.648376,12.20
2023-06-27 19:06:30.148400,12.36
2023-06-27 19:06:30.648462,12.73
2023-06-27 19:06:31.148439,13.00
2023-06-27 19:06:31.648780,13.27
2023-06-27 19:06:32.149270,13.64
2023-06-27 19:06:32.650284,13.84
2023-06-27 19:06:34.152931,14.60
2023-06-27 19:06:34.652394,14.92
2023-06-27 19:06:35.152383,15.16
2023-06-27 19:06:35.652410,15.40
2023-06-27 19:06:36.156733,15.36
