time,distance
2023-06-27 19:06:37.451683,15.38
2023-06-27 19:06:41.555625,13.69
2023-06-27 19:06:42.054858,13.47
2023-06-27 19:06:42.554886,13.27
2023-06-27 19:06:43.054889,13.23
2023-06-27 19:06:43.554911,13.00
2023-06-27 19:06:44.054946,12.88
2023-06-27 19:06:44.554965,12.56
2023-06-27 19:06:45.654989,12.32
2023-06-27 19:06:46.155017,12.11
2023-06-27 19:06:46.655048,12.07
2023-06-27 19:06:47.155927,12.00
2023-06-27 19:06:47.655920,11.84
2023-06-27 19:06:48.656023,12.08
2023-06-27 19:06:49.156036,12.08
2023-06-27 19:06:49.656018,12.19
2023-06-27 19:06:50.156178,12.17
2023-06-27 19:06:50.655311,12.26
2023-06-27 19:06:51.156101,12.47
2023-06-27 19:06:51.656239,12.53
2023-06-27 19:06:52.156154,12.72
2023-06-27 19:06:52.656146,12.79
2023-06-27 19:06:53.156105,12.91
2023-06-27 19:06:53.656031,13.16
2023-06-27 19:06:54.156033,13.29
2023-06-27 19:06:54.656087,13.56
2023-06-27 19:06:55.156127,13.77
2023-06-27 19:06:55.656160,13.99
2023-06-27 19:06:56.156184,14.19
2023-06-27 19:06:56.657505,14.40
2023-06-27 19:06:57.157338,14.46
2023-06-27 19:06:57.658244,14.25
2023-06-27 19:06:58.157457,14.05
2023-06-27 19:06:58.657059,13.87
2023-06-27 19:06:59.155946,13.63
2023-06-27 19:06:59.656650,13.22
2023-06-27 19:07:00.155559,12.93
2023-06-27 19:07:00.655573,12.46
2023-06-27 19:07:01.155615,12.04
2023-06-27 19:07:01.655656,11.65
2023-06-27 19:07:02.156284,11.24
2023-06-27 19:07:02.656396,10.75
2023-06-27 19:07:03.156486,10.39
2023-06-27 19:07:03.655721,9.98
2023-06-27 19:07:04.155742,9.63
2023-06-27 19:07:04.656729,9.24
2023-06-27 19:07:05.156012,8.83
2023-06-27 19:07:05.656053,8.51
2023-06-27 19:07:06.156172,8.15
2023-06-27 19:07:06.656543,7.79
2023-06-27 19:07:07.155751,7.50
2023-06-27 19:07:07.655758,7.04
2023-06-27 19:07:08.155779,6.73
2023-06-27 19:07:08.655844,6.52
2023-06-27 19:07:09.155813,6.16
2023-06-27 19:07:09.656157,5.94
2023-06-27 19:07:10.155863,5.65
2023-06-27 19:07:10.655896,5.47
2023-06-27 19:07:11.155924,5.39
2023-06-27 19:07:11.655926,5.17
2023-06-27 19:07:12.156813,4.93
2023-06-27 19:07:12.656090,4.81
2023-06-27 19:07:13.156066,4.71
2023-06-27 19:07:14.156355,4.89
2023-06-27 19:07:14.656837,4.63
2023-06-27 19:07:15.156581,4.49
2023-06-27 19:07:15.656579,4.61
2023-06-27 19:07:16.156725,4.50
2023-06-27 19:07:16.657154,4.30
2023-06-27 19:07:17.156281,3.87
2023-06-27 19:07:17.656257,3.62
2023-06-27 19:07:18.156556,3.20
2023-06-27 19:07:18.656572,2.65
2023-06-27 19:07:19.156680,1.88
2023-06-27 19:07:19.658079,1.55
2023-06-27 19:07:20.156990,0.88
2023-06-27 19:07:20.656465,0.55
2023-06-27 19:07:21.658168,0.00
2023-06-27 19:07:22.158004,0.00
2023-06-27 19:07:22.657133,0.00
2023-06-27 19:07:23.157052,0.21
2023-06-27 19:07:23.656436,0.00
2023-06-27 19:07:24.156981,0.00
2023-06-27 19:07:24.658014,0.00
2023-06-27 19:07:25.157905,0.00
2023-06-27 19:07:25.656773,0.00
