time,distance
2023-06-27 18:24:06.931313,0.52
2023-06-27 18:24:07.431623,0.47
2023-06-27 18:24:07.932030,0.25
2023-06-27 18:24:08.430877,0.33
2023-06-27 18:24:08.930906,0.40
2023-06-27 18:24:09.430896,0.44
2023-06-27 18:24:09.930911,0.38
2023-06-27 18:24:10.431849,0.37
2023-06-27 18:24:10.932019,0.32
2023-06-27 18:24:11.431127,0.47
2023-06-27 18:24:11.931470,1.03
2023-06-27 18:24:12.431001,0.51
2023-06-27 18:24:12.931176,0.66
2023-06-27 18:24:13.431307,0.53
2023-06-27 18:24:13.931524,0.70
2023-06-27 18:24:14.431767,0.55
2023-06-27 18:24:14.931099,0.66
2023-06-27 18:24:15.431347,0.72
2023-06-27 18:24:15.931448,0.53
2023-06-27 18:24:16.431647,0.47
2023-06-27 18:24:16.931847,0.48
2023-06-27 18:24:17.431083,0.37
2023-06-27 18:24:17.931030,0.30
2023-06-27 18:24:18.431060,0.42
2023-06-27 18:24:18.931063,0.32
2023-06-27 18:24:19.431076,0.34
2023-06-27 18:24:19.931081,0.54
2023-06-27 18:24:20.431066,0.48
2023-06-27 18:24:20.931392,0.62
2023-06-27 18:24:21.431128,0.64
2023-06-27 18:24:21.931101,0.63
2023-06-27 18:24:22.431109,0.41
2023-06-27 18:24:22.931920,0.58
2023-06-27 18:24:23.431214,0.57
2023-06-27 18:24:23.931216,0.44
2023-06-27 18:24:24.431386,0.47
2023-06-27 18:24:24.931578,0.47
2023-06-27 18:24:25.431814,0.35
2023-06-27 18:24:25.931757,0.42
2023-06-27 18:24:26.431941,0.38
2023-06-27 18:24:26.931297,0.32
2023-06-27 18:24:27.431308,0.45
2023-06-27 18:24:27.931225,0.36
2023-06-27 18:24:28.431213,0.40
2023-06-27 18:24:28.931222,0.46
2023-06-27 18:24:29.431229,0.40
2023-06-27 18:24:29.931296,0.44
2023-06-27 18:24:30.431247,0.38
2023-06-27 18:24:30.931568,0.40
2023-06-27 18:24:31.431260,0.24
2023-06-27 18:24:31.931279,0.31
2023-06-27 18:24:32.431285,0.32
2023-06-27 18:24:32.931380,0.21
2023-06-27 18:24:33.431404,0.17
2023-06-27 18:24:33.931629,0.25
2023-06-27 18:24:34.431805,0.19
2023-06-27 18:24:34.932006,0.21
2023-06-27 18:24:35.432159,0.20
2023-06-27 18:24:35.932223,0.00
2023-06-27 18:24:36.431447,0.24
2023-06-27 18:24:36.931601,0.00
2023-06-27 18:24:37.431641,0.00
2023-06-27 18:24:37.931337,0.00
2023-06-27 18:24:38.431357,0.00
2023-06-27 18:24:38.931364,0.00
2023-06-27 18:24:39.431402,0.33
2023-06-27 18:24:39.931361,0.00
2023-06-27 18:24:40.431429,0.17
2023-06-27 18:24:40.931734,0.21
2023-06-27 18:24:41.431403,0.00
2023-06-27 18:24:41.931387,0.00
2023-06-27 18:24:42.431456,0.33
2023-06-27 18:24:42.931624,0.17
2023-06-27 18:24:43.432020,0.00
2023-06-27 18:24:43.932265,0.00
2023-06-27 18:24:44.432110,0.00
2023-06-27 18:24:44.932134,0.18
2023-06-27 18:24:45.431605,0.00
2023-06-27 18:24:45.932479,0.00
2023-06-27 18:24:46.431589,0.00
2023-06-27 18:24:46.931738,0.00
2023-06-27 18:24:47.432021,0.00
2023-06-27 18:24:47.931513,0.00
2023-06-27 18:24:48.431551,0.22
2023-06-27 18:24:48.931551,0.51
2023-06-27 18:24:49.431562,0.69
2023-06-27 18:24:49.931598,0.71
2023-06-27 18:24:50.431585,0.87
2023-06-27 18:24:50.931900,0.72
2023-06-27 18:24:51.431589,0.92
2023-06-27 18:24:51.931606,0.90
2023-06-27 18:24:52.432129,0.68
2023-06-27 18:24:52.932032,0.90
2023-06-27 18:24:53.431754,1.19
2023-06-27 18:24:53.931918,1.16
2023-06-27 18:24:54.431668,1.16
2023-06-27 18:24:54.931667,1.12
2023-06-27 18:24:55.431682,1.16
2023-06-27 18:24:55.932002,1.08
2023-06-27 18:24:56.431693,1.11
2023-06-27 18:24:56.931728,0.82
2023-06-27 18:24:57.431710,0.42
2023-06-27 18:24:57.931704,0.36
2023-06-27 18:25:25.511062,0.70
2023-06-27 18:25:26.011690,0.82
2023-06-27 18:25:26.511788,1.11
2023-06-27 18:25:27.011031,1.55
2023-06-27 18:25:27.511368,1.98
2023-06-27 18:25:28.011417,2.27
2023-06-27 18:25:28.511633,2.53
2023-06-27 18:25:29.011143,2.84
2023-06-27 18:25:30.011005,3.60
2023-06-27 18:25:30.511011,4.05
2023-06-27 18:25:31.011008,4.32
2023-06-27 18:25:31.511025,4.58
2023-06-27 18:25:32.011036,4.96
2023-06-27 18:25:32.511356,5.30
2023-06-27 18:25:33.011338,5.61
2023-06-27 18:25:33.511051,5.85
2023-06-27 18:25:34.011047,5.78
2023-06-27 18:25:35.011192,5.57
2023-06-27 18:25:35.511187,5.58
2023-06-27 18:25:36.011455,5.62
2023-06-27 18:25:36.511527,5.57
2023-06-27 18:25:37.011734,5.57
2023-06-27 18:25:37.511854,5.56
2023-06-27 18:25:38.011243,5.69
2023-06-27 18:25:38.511309,5.74
2023-06-27 18:25:39.011220,5.77
2023-06-27 18:25:39.511169,5.84
2023-06-27 18:25:40.011164,5.95
2023-06-27 18:25:40.511175,6.07
2023-06-27 18:25:41.011180,6.09
2023-06-27 18:25:41.511187,6.16
2023-06-27 18:25:42.011195,6.49
2023-06-27 18:25:42.511514,6.76
2023-06-27 18:25:43.012066,6.85
2023-06-27 18:25:43.511224,7.26
2023-06-27 18:25:44.011243,7.53
2023-06-27 18:25:44.511810,7.85
2023-06-27 18:25:45.011869,8.22
2023-06-27 18:25:45.512096,8.49
2023-06-27 18:25:46.011406,8.79
2023-06-27 18:25:46.511442,9.13
2023-06-27 18:25:47.011700,9.37
2023-06-27 18:25:47.511854,9.71
2023-06-27 18:25:48.012150,9.96
2023-06-27 18:25:48.511521,10.12
2023-06-27 18:25:49.011416,10.07
2023-06-27 18:25:49.511332,9.93
2023-06-27 18:25:50.011340,9.89
2023-06-27 18:25:50.511511,9.88
2023-06-27 18:25:51.011350,9.72
2023-06-27 18:25:51.511378,9.54
2023-06-27 18:25:52.011372,9.54
2023-06-27 18:25:52.511702,9.62
2023-06-27 18:25:53.011422,9.63
2023-06-27 18:25:53.511404,9.66
2023-06-27 18:25:54.011877,9.67
2023-06-27 18:25:54.512108,9.68
2023-06-27 18:25:55.011429,9.70
2023-06-27 18:25:55.511484,9.67
2023-06-27 18:25:56.011433,9.68
2023-06-27 18:25:56.511441,9.72
2023-06-27 18:25:57.012356,9.67
2023-06-27 18:25:57.512532,9.69
2023-06-27 18:25:58.011968,9.75
2023-06-27 18:25:58.512169,9.74
2023-06-27 18:25:59.011627,9.76
2023-06-27 18:25:59.511838,9.84
2023-06-27 18:26:00.511903,10.22
2023-06-27 18:26:01.012544,10.30
2023-06-27 18:26:02.470127,11.06
2023-06-27 18:26:02.970114,11.30
2023-06-27 18:26:03.470469,11.58
2023-06-27 18:26:03.970538,11.92
2023-06-27 18:26:04.469711,12.23
2023-06-27 18:26:05.870034,12.68
2023-06-27 18:26:06.369730,12.31
2023-06-27 18:26:06.869725,11.98
2023-06-27 18:26:09.570545,9.94
2023-06-27 18:26:10.870494,8.59
2023-06-27 18:26:11.370669,7.75
2023-06-27 18:26:12.470319,6.64
2023-06-27 18:26:12.970421,6.42
2023-06-27 18:26:13.469452,5.93
2023-06-27 18:26:13.967761,5.50
2023-06-27 18:26:14.466580,5.16
2023-06-27 18:26:15.464563,4.22
2023-06-27 18:26:15.963633,3.88
2023-06-27 18:26:16.462690,3.77
2023-06-27 18:26:16.961798,3.82
2023-06-27 18:26:17.461257,3.93
2023-06-27 18:26:17.960102,3.94
2023-06-27 18:26:18.459295,3.93
2023-06-27 18:26:18.958507,3.90
2023-06-27 18:26:19.457898,3.95
2023-06-27 18:26:19.957170,3.87
2023-06-27 18:26:20.456611,3.96
2023-06-27 18:26:20.956275,4.10
2023-06-27 18:26:21.455734,4.01
2023-06-27 18:26:21.954378,4.09
2023-06-27 18:26:22.454824,4.15
2023-06-27 18:26:22.953259,4.12
2023-06-27 18:26:23.452821,4.17
2023-06-27 18:26:23.952536,4.16
2023-06-27 18:26:24.452210,4.16
2023-06-27 18:26:24.951158,4.16
2023-06-27 18:26:25.450501,4.18
2023-06-27 18:26:25.950119,4.20
2023-06-27 18:26:26.449667,4.23
2023-06-27 18:26:26.949263,4.22
2023-06-27 18:26:27.448945,4.26
2023-06-27 18:26:27.948609,4.30
2023-06-27 18:26:28.447598,4.28
2023-06-27 18:26:28.947239,4.27
2023-06-27 18:26:29.446810,4.35
2023-06-27 18:26:29.946717,4.52
2023-06-27 18:26:30.446545,4.73
2023-06-27 18:26:30.945842,5.00
2023-06-27 18:26:31.445677,5.36
2023-06-27 18:26:31.945290,5.64
2023-06-27 18:26:32.445155,5.74
2023-06-27 18:26:32.944917,6.00
2023-06-27 18:26:33.444825,6.21
2023-06-27 18:26:33.943858,6.47
2023-06-27 18:26:34.443595,6.66
2023-06-27 18:26:34.943203,7.04
2023-06-27 18:26:35.442956,7.28
2023-06-27 18:26:35.942687,7.38
2023-06-27 18:26:36.442456,7.54
2023-06-27 18:26:36.942212,7.86
2023-06-27 18:26:37.442292,8.04
2023-06-27 18:26:37.941764,8.19
2023-06-27 18:26:38.441539,8.49
2023-06-27 18:26:38.941343,8.72
2023-06-27 18:26:39.442036,8.93
2023-06-27 18:26:39.941247,9.17
2023-06-27 18:26:40.441200,9.52
2023-06-27 18:26:40.941149,9.68
2023-06-27 18:26:41.441077,9.88
2023-06-27 18:26:41.941056,10.19
2023-06-27 18:26:42.441017,10.35
2023-06-27 18:26:42.940263,10.61
2023-06-27 18:26:43.439958,10.90
2023-06-27 18:26:43.940073,11.14
2023-06-27 18:26:44.439546,11.44
2023-06-27 18:26:44.939441,11.67
2023-06-27 18:26:45.439274,11.90
2023-06-27 18:26:45.939161,12.23
2023-06-27 18:26:46.938890,12.84
2023-06-27 18:26:55.653031,8.55
2023-06-27 18:26:56.152561,8.00
2023-06-27 18:26:56.654146,7.73
2023-06-27 18:26:57.152284,7.30
2023-06-27 18:26:57.652153,6.87
2023-06-27 18:26:58.152197,6.52
2023-06-27 18:26:59.152675,5.85
2023-06-27 18:26:59.652242,5.47
2023-06-27 18:27:00.152246,5.38
2023-06-27 18:27:01.151696,5.97
2023-06-27 18:27:02.151703,6.93
2023-06-27 18:27:05.554334,9.39
2023-06-27 18:27:06.054616,9.71
2023-06-27 18:27:06.554366,10.01
2023-06-27 18:27:07.055108,10.36
2023-06-27 18:27:07.555004,10.62
2023-06-27 18:27:08.055110,11.04
2023-06-27 18:27:08.554424,11.40
2023-06-27 18:27:09.054392,11.78
2023-06-27 18:27:09.554416,12.09
2023-06-27 18:27:10.054792,12.46
2023-06-27 18:27:10.554574,12.80
2023-06-27 18:27:11.054653,13.10
2023-06-27 18:27:11.554774,13.42
2023-06-27 18:27:12.054127,13.76
2023-06-27 18:27:12.554116,13.96
2023-06-27 18:27:13.054100,14.28
2023-06-27 18:27:13.554091,14.56
2023-06-27 18:27:18.557138,14.48
2023-06-27 18:27:23.360245,11.23
2023-06-27 18:27:44.199902,9.40
