time,distance
2023-06-27 18:51:35.609682,9.49
2023-06-27 18:51:36.109686,9.87
2023-06-27 18:51:36.609967,10.22
2023-06-27 18:51:37.109586,10.55
2023-06-27 18:51:37.609902,10.98
2023-06-27 18:51:38.109619,11.38
2023-06-27 18:51:38.609667,11.79
2023-06-27 18:51:39.109645,12.15
2023-06-27 18:51:39.609658,12.53
2023-06-27 18:51:40.109644,12.89
2023-06-27 18:51:40.609649,13.15
2023-06-27 18:51:41.109666,13.55
2023-06-27 18:51:41.609671,13.90
2023-06-27 18:51:42.110044,14.18
2023-06-27 18:51:42.610245,14.62
2023-06-27 18:51:43.110391,14.87
2023-06-27 18:51:43.610562,15.19
2023-06-27 18:51:44.109872,15.55
2023-06-27 18:51:44.609859,15.90
2023-06-27 18:51:45.110027,16.21
2023-06-27 18:51:46.613531,17.22
2023-06-27 18:51:47.112751,17.52
2023-06-27 18:51:47.613089,17.87
2023-06-27 18:51:48.112752,18.09
2023-06-27 18:51:48.612773,18.15
2023-06-27 18:51:49.112758,18.20
2023-06-27 18:51:49.612799,18.24
2023-06-27 18:51:50.112800,18.16
2023-06-27 18:51:50.612805,18.14
2023-06-27 18:51:51.112813,18.19
2023-06-27 18:51:51.612814,18.23
2023-06-27 18:51:52.113423,18.22
2023-06-27 18:51:52.613686,18.19
2023-06-27 18:51:53.112976,18.16
2023-06-27 18:51:53.612988,18.21
2023-06-27 18:51:54.113216,18.15
2023-06-27 18:51:54.613321,18.17
2023-06-27 18:51:55.113571,18.16
2023-06-27 18:51:55.613778,18.18
2023-06-27 18:51:56.113001,18.16
2023-06-27 18:51:56.613054,18.17
2023-06-27 18:51:57.113068,18.12
2023-06-27 18:51:57.613261,18.17
2023-06-27 18:51:58.112958,18.20
2023-06-27 18:51:58.612949,18.24
2023-06-27 18:51:59.112967,18.23
2023-06-27 18:51:59.612965,18.13
2023-06-27 18:52:00.112980,18.31
2023-06-27 18:52:00.612992,18.49
2023-06-27 18:52:01.112992,18.77
2023-06-27 18:52:01.612995,18.96
2023-06-27 18:52:02.113147,19.18
2023-06-27 18:52:02.614401,19.41
2023-06-27 18:52:03.113334,19.69
2023-06-27 18:52:03.613534,19.88
2023-06-27 18:52:05.116268,20.41
2023-06-27 18:52:05.616466,20.60
2023-06-27 18:52:06.616807,21.10
2023-06-27 18:52:07.116117,21.34
2023-06-27 18:52:07.616431,21.33
2023-06-27 18:52:08.116135,21.39
2023-06-27 18:52:09.116148,21.51
2023-06-27 18:52:09.616142,21.71
2023-06-27 18:52:10.616164,22.29
2023-06-27 18:52:11.116190,22.59
2023-06-27 18:52:12.116765,23.23
2023-06-27 18:52:12.616963,23.39
2023-06-27 18:52:13.116317,23.69
2023-06-27 18:52:14.116604,24.32
2023-06-27 18:52:19.419377,26.38
