time,distance
2023-06-27 20:25:54.040261,1.15
2023-06-27 20:25:54.539967,1.14
2023-06-27 20:25:55.039988,1.13
2023-06-27 20:25:55.540024,1.13
2023-06-27 20:25:56.040042,1.10
2023-06-27 20:25:56.540074,1.19
2023-06-27 20:25:57.040074,1.23
2023-06-27 20:25:57.540106,1.25
2023-06-27 20:25:58.041972,1.24
2023-06-27 20:25:58.541977,1.12
2023-06-27 20:25:59.041071,1.05
2023-06-27 20:25:59.540929,1.11
2023-06-27 20:26:00.040351,1.13
2023-06-27 20:26:00.540485,1.15
2023-06-27 20:26:01.040686,1.17
2023-06-27 20:26:01.541003,1.18
2023-06-27 20:26:02.040475,1.17
2023-06-27 20:26:02.540528,1.17
2023-06-27 20:26:03.040690,1.16
2023-06-27 20:26:03.540932,1.17
2023-06-27 20:26:04.041197,1.14
2023-06-27 20:26:04.540538,1.15
2023-06-27 20:26:05.040749,1.20
2023-06-27 20:26:05.541097,1.18
2023-06-27 20:26:06.041286,1.18
2023-06-27 20:26:06.540615,1.17
2023-06-27 20:26:07.040809,1.19
2023-06-27 20:26:07.541025,1.14
2023-06-27 20:26:08.041183,1.12
2023-06-27 20:26:08.540685,1.19
2023-06-27 20:26:09.041790,1.16
2023-06-27 20:26:09.540960,1.16
2023-06-27 20:26:10.041134,1.18
2023-06-27 20:26:10.541436,1.15
2023-06-27 20:26:11.040833,1.13
2023-06-27 20:26:11.541761,1.12
2023-06-27 20:26:12.041658,1.17
2023-06-27 20:26:12.541395,1.14
2023-06-27 20:26:13.041346,1.15
2023-06-27 20:26:13.541043,1.17
2023-06-27 20:26:14.041301,1.20
2023-06-27 20:26:14.541509,1.15
2023-06-27 20:26:15.041021,1.19
