time,distance
2023-06-27 20:04:51.513272,1.11
2023-06-27 20:04:52.013259,1.15
2023-06-27 20:04:52.513267,1.32
2023-06-27 20:04:53.013252,1.08
2023-06-27 20:04:53.513256,1.21
2023-06-27 20:04:54.013561,1.21
2023-06-27 20:04:54.514071,1.19
2023-06-27 20:04:55.013740,1.18
2023-06-27 20:04:55.513378,1.27
2023-06-27 20:04:56.013881,1.28
2023-06-27 20:04:56.513527,1.26
2023-06-27 20:04:57.014248,1.57
2023-06-27 20:04:57.514946,1.63
2023-06-27 20:04:58.014713,1.68
2023-06-27 20:04:58.514046,1.77
2023-06-27 20:04:59.014901,2.04
2023-06-27 20:04:59.514612,2.25
2023-06-27 20:05:00.015006,2.40
2023-06-27 20:05:00.514869,2.62
2023-06-27 20:05:01.013526,2.65
2023-06-27 20:05:01.514896,2.68
2023-06-27 20:05:02.014694,2.80
2023-06-27 20:05:02.514117,2.60
2023-06-27 20:05:03.014040,2.68
2023-06-27 20:05:03.514525,2.85
2023-06-27 20:05:04.015147,2.74
2023-06-27 20:05:04.514828,2.73
2023-06-27 20:05:05.014668,2.84
2023-06-27 20:05:05.514060,2.91
2023-06-27 20:05:06.013699,3.29
2023-06-27 20:05:06.514697,3.29
2023-06-27 20:05:07.014455,3.26
2023-06-27 20:05:07.513951,3.48
2023-06-27 20:05:08.013910,3.51
2023-06-27 20:05:08.513290,3.42
2023-06-27 20:05:09.013930,3.42
2023-06-27 20:05:09.513684,3.41
2023-06-27 20:05:10.013303,3.42
2023-06-27 20:05:10.514141,3.41
2023-06-27 20:05:11.013594,3.42
2023-06-27 20:05:11.513319,3.37
2023-06-27 20:05:12.014041,3.34
2023-06-27 20:05:12.513707,3.27
2023-06-27 20:05:13.013594,3.23
2023-06-27 20:05:13.514201,3.83
2023-06-27 20:05:14.013525,3.47
2023-06-27 20:05:14.513210,3.52
2023-06-27 20:05:15.014015,3.35
2023-06-27 20:05:15.513875,3.40
2023-06-27 20:05:16.013245,3.46
2023-06-27 20:05:16.513890,3.12
2023-06-27 20:05:17.013368,3.56
2023-06-27 20:05:17.513213,3.67
2023-06-27 20:05:18.013920,3.50
