time,distance
2023-06-27 19:08:05.158017,0.23
2023-06-27 19:08:05.658017,0.00
2023-06-27 19:08:06.158058,0.21
2023-06-27 19:08:06.658121,0.24
2023-06-27 19:08:07.158103,0.41
2023-06-27 19:08:07.658129,0.68
2023-06-27 19:08:08.158158,0.87
2023-06-27 19:08:08.658167,1.29
2023-06-27 19:08:09.160165,1.54
2023-06-27 19:08:09.659388,1.46
2023-06-27 19:08:10.158237,0.84
2023-06-27 19:08:10.658243,0.48
2023-06-27 19:08:11.158260,0.79
2023-06-27 19:08:11.658287,1.32
2023-06-27 19:08:12.158334,1.50
2023-06-27 19:08:12.658321,1.49
2023-06-27 19:08:13.158339,1.36
2023-06-27 19:08:13.658363,1.25
2023-06-27 19:08:14.158374,1.49
2023-06-27 19:08:14.658703,1.43
2023-06-27 19:08:15.159077,1.52
2023-06-27 19:08:15.659241,1.80
2023-06-27 19:08:16.159236,2.06
2023-06-27 19:08:17.159317,2.60
2023-06-27 19:08:18.159496,2.73
2023-06-27 19:08:18.659513,1.97
2023-06-27 19:08:19.159588,1.78
2023-06-27 19:08:19.659641,1.67
2023-06-27 19:08:20.158660,1.58
2023-06-27 19:08:20.658655,1.17
2023-06-27 19:08:21.158665,0.84
2023-06-27 19:08:21.658667,0.58
2023-06-27 19:08:22.158694,0.53
2023-06-27 19:08:22.658732,0.61
2023-06-27 19:08:23.158792,0.64
2023-06-27 19:08:23.658771,0.36
2023-06-27 19:08:24.158774,0.69
2023-06-27 19:08:24.659116,0.62
2023-06-27 19:08:25.159632,0.33
2023-06-27 19:08:25.659736,0.43
2023-06-27 19:08:26.159041,0.91
2023-06-27 19:08:26.659012,1.58
2023-06-27 19:08:27.159036,1.85
2023-06-27 19:08:27.659058,2.10
2023-06-27 19:08:28.159184,2.00
2023-06-27 19:08:28.659221,1.93
2023-06-27 19:08:29.159329,1.71
2023-06-27 19:08:29.659458,1.72
2023-06-27 19:08:30.158999,1.78
2023-06-27 19:08:30.659030,1.72
2023-06-27 19:08:31.159056,1.62
2023-06-27 19:08:31.659071,1.63
2023-06-27 19:08:32.159085,1.59
2023-06-27 19:08:32.659106,1.63
2023-06-27 19:08:33.159129,1.56
2023-06-27 19:08:33.659157,1.55
2023-06-27 19:08:34.159202,1.44
2023-06-27 19:08:34.659487,1.54
2023-06-27 19:08:35.159919,1.50
2023-06-27 19:08:35.659928,1.44
2023-06-27 19:08:36.160058,1.33
2023-06-27 19:08:36.660247,1.54
2023-06-27 19:08:37.159472,1.78
2023-06-27 19:08:37.659652,2.54
2023-06-27 19:08:38.159957,3.27
2023-06-27 19:08:38.660115,3.64
2023-06-27 19:08:39.159468,3.74
2023-06-27 19:08:39.660556,3.89
2023-06-27 19:08:40.159432,4.27
2023-06-27 19:08:40.659422,4.40
2023-06-27 19:08:41.159454,4.64
2023-06-27 19:08:41.659462,4.64
2023-06-27 19:08:42.159485,4.73
2023-06-27 19:08:42.659556,4.98
2023-06-27 19:08:43.159518,5.11
2023-06-27 19:08:43.659545,5.18
2023-06-27 19:08:44.159559,5.49
2023-06-27 19:08:44.659900,5.64
2023-06-27 19:08:45.160166,5.91
2023-06-27 19:08:45.660268,6.35
2023-06-27 19:08:46.160432,6.59
2023-06-27 19:08:46.659761,6.90
2023-06-27 19:08:47.159897,7.22
2023-06-27 19:08:47.660018,7.61
2023-06-27 19:08:48.160123,8.02
2023-06-27 19:08:48.660214,8.42
2023-06-27 19:08:49.160297,8.78
2023-06-27 19:08:49.660355,9.23
2023-06-27 19:08:50.160472,9.64
2023-06-27 19:08:50.660571,9.96
2023-06-27 19:08:51.160752,10.38
2023-06-27 19:08:51.660788,10.58
2023-06-27 19:08:52.160861,10.94
2023-06-27 19:08:52.660115,11.38
2023-06-27 19:08:53.160128,11.54
2023-06-27 19:08:53.660243,11.77
2023-06-27 19:08:54.160260,12.04
2023-06-27 19:08:54.661243,11.99
2023-06-27 19:08:55.160094,12.25
2023-06-27 19:08:55.660139,12.28
2023-06-27 19:08:56.160148,12.25
2023-06-27 19:08:56.660172,12.24
2023-06-27 19:08:57.160176,12.40
2023-06-27 19:08:57.660214,12.54
2023-06-27 19:08:58.160230,12.71
2023-06-27 19:08:58.660365,12.97
2023-06-27 19:08:59.160267,13.06
2023-06-27 19:08:59.660594,13.37
2023-06-27 19:09:00.160724,13.62
2023-06-27 19:09:00.660719,13.88
2023-06-27 19:09:01.160582,14.29
2023-06-27 19:09:01.660822,14.44
2023-06-27 19:09:02.160948,14.64
2023-06-27 19:09:03.161119,14.61
2023-06-27 19:09:04.161212,15.12
2023-06-27 19:09:04.661232,15.44
2023-06-27 19:09:05.160521,15.78
2023-06-27 19:09:05.660526,15.95
2023-06-27 19:09:06.160669,16.19
2023-06-27 19:09:07.360596,16.92
2023-06-27 19:09:08.560627,17.52
2023-06-27 19:09:09.060656,17.79
2023-06-27 19:09:09.560673,18.13
2023-06-27 19:09:10.061121,18.34
2023-06-27 19:09:10.561282,18.59
2023-06-27 19:09:11.060814,18.89
2023-06-27 19:09:12.664942,19.85
2023-06-27 19:09:13.164041,20.04
2023-06-27 19:09:13.664121,20.46
2023-06-27 19:09:14.664558,20.98
2023-06-27 19:09:15.163907,21.40
2023-06-27 19:09:15.663913,21.75
2023-06-27 19:09:16.163930,22.13
2023-06-27 19:09:16.663997,22.55
2023-06-27 19:09:18.467036,23.97
2023-06-27 19:09:18.967043,24.35
2023-06-27 19:09:19.467081,24.67
2023-06-27 19:09:19.967781,25.06
2023-06-27 19:09:20.468010,25.45
2023-06-27 19:09:20.967404,25.90
2023-06-27 19:09:21.468337,26.36
2023-06-27 19:09:21.967578,26.78
2023-06-27 19:09:22.467676,27.11
