x,y,z,offset_x,offset_y,offset_z,cal_x,cal_y,cal_z
-20.7,1.5000000000000009,40.199999999999996,-19.875,1.5000000000000009,39.974999999999994,-0.8249999999999993,0.0,0.22500000000000142
-20.7,1.5000000000000009,40.199999999999996,-19.875,1.5000000000000009,39.974999999999994,-0.8249999999999993,0.0,0.22500000000000142
-20.7,1.5000000000000009,40.199999999999996,-19.875,1.5000000000000009,39.974999999999994,-0.8249999999999993,0.0,0.22500000000000142
-20.7,0.7500000000000009,42.449999999999996,-19.875,1.5000000000000009,39.974999999999994,-0.8249999999999993,-0.75,2.4750000000000014
-21.0,0.7500000000000009,42.449999999999996,-19.875,1.5000000000000009,39.974999999999994,-1.125,-0.75,2.4750000000000014
-21.0,0.7500000000000009,42.449999999999996,-19.875,1.5000000000000009,39.974999999999994,-1.125,-0.75,2.4750000000000014
-21.0,0.7500000000000009,42.449999999999996,-19.875,1.5000000000000009,39.974999999999994,-1.125,-0.75,2.4750000000000014
-21.0,0.7500000000000009,42.449999999999996,-19.875,1.5000000000000009,39.974999999999994,-1.125,-0.75,2.4750000000000014
-19.799999999999997,1.2000000000000002,39.75,-19.875,1.5000000000000009,39.974999999999994,0.07500000000000284,-0.3000000000000007,-0.22499999999999432
-19.799999999999997,1.2000000000000002,39.75,-19.875,1.5000000000000009,39.974999999999994,0.07500000000000284,-0.3000000000000007,-0.22499999999999432
-19.799999999999997,1.2000000000000002,39.75,-19.875,1.5000000000000009,39.974999999999994,0.07500000000000284,-0.3000000000000007,-0.22499999999999432
-19.799999999999997,1.2000000000000002,39.75,-19.875,1.5000000000000009,39.974999999999994,0.07500000000000284,-0.3000000000000007,-0.22499999999999432
-19.799999999999997,1.2000000000000002,39.75,-19.875,1.5000000000000009,39.974999999999994,0.07500000000000284,-0.3000000000000007,-0.22499999999999432
-19.65,1.5000000000000009,40.65,-19.875,1.5000000000000009,39.974999999999994,0.22500000000000142,0.0,0.6750000000000043
-19.65,1.5000000000000009,40.65,-19.875,1.5000000000000009,39.974999999999994,0.22500000000000142,0.0,0.6750000000000043
-19.65,1.5000000000000009,40.65,-19.875,1.5000000000000009,39.974999999999994,0.22500000000000142,0.0,0.6750000000000043
-19.65,1.5000000000000009,40.65,-19.875,1.5000000000000009,39.974999999999994,0.22500000000000142,0.0,0.6750000000000043
-19.65,1.5000000000000009,40.65,-19.875,1.5000000000000009,39.974999999999994,0.22500000000000142,0.0,0.6750000000000043
-19.349999999999998,0.9000000000000004,40.05,-19.875,1.5000000000000009,39.974999999999994,0.5250000000000021,-0.6000000000000005,0.07500000000000284
-19.349999999999998,0.9000000000000004,40.05,-19.875,1.5000000000000009,39.974999999999994,0.5250000000000021,-0.6000000000000005,0.07500000000000284
-19.349999999999998,0.9000000000000004,40.05,-19.875,1.5000000000000009,39.974999999999994,0.5250000000000021,-0.6000000000000005,0.07500000000000284
-19.349999999999998,0.9000000000000004,40.05,-19.875,1.5000000000000009,39.974999999999994,0.5250000000000021,-0.6000000000000005,0.07500000000000284
-19.349999999999998,0.9000000000000004,40.05,-19.875,1.5000000000000009,39.974999999999994,0.5250000000000021,-0.6000000000000005,0.07500000000000284
-19.049999999999997,1.9500000000000002,40.5,-19.875,1.5000000000000009,39.974999999999994,0.8250000000000028,0.4499999999999993,0.5250000000000057
-19.049999999999997,1.9500000000000002,40.5,-19.875,1.5000000000000009,39.974999999999994,0.8250000000000028,0.4499999999999993,0.5250000000000057
-19.049999999999997,1.9500000000000002,40.5,-19.875,1.5000000000000009,39.974999999999994,0.8250000000000028,0.4499999999999993,0.5250000000000057
-19.049999999999997,1.9500000000000002,40.5,-19.875,1.5000000000000009,39.974999999999994,0.8250000000000028,0.4499999999999993,0.5250000000000057
-19.049999999999997,1.9500000000000002,40.5,-19.875,1.5000000000000009,39.974999999999994,0.8250000000000028,0.4499999999999993,0.5250000000000057
-19.049999999999997,3.3000000000000007,38.55,-19.875,1.5000000000000009,39.974999999999994,0.8250000000000028,1.7999999999999998,-1.4249999999999972
-17.849999999999998,3.3000000000000007,38.55,-19.875,1.5000000000000009,39.974999999999994,2.025000000000002,1.7999999999999998,-1.4249999999999972
-17.849999999999998,3.3000000000000007,38.55,-19.875,1.5000000000000009,39.974999999999994,2.025000000000002,1.7999999999999998,-1.4249999999999972
-17.849999999999998,3.3000000000000007,38.55,-19.875,1.5000000000000009,39.974999999999994,2.025000000000002,1.7999999999999998,-1.4249999999999972
-17.849999999999998,3.3000000000000007,38.55,-19.875,1.5000000000000009,39.974999999999994,2.025000000000002,1.7999999999999998,-1.4249999999999972
-19.049999999999997,1.9500000000000002,39.0,-19.875,1.5000000000000009,39.974999999999994,0.8250000000000028,0.4499999999999993,-0.9749999999999943
-19.049999999999997,1.9500000000000002,39.0,-19.875,1.5000000000000009,39.974999999999994,0.8250000000000028,0.4499999999999993,-0.9749999999999943
-19.049999999999997,1.9500000000000002,39.0,-19.875,1.5000000000000009,39.974999999999994,0.8250000000000028,0.4499999999999993,-0.9749999999999943
-19.049999999999997,1.9500000000000002,39.0,-19.875,1.5000000000000009,39.974999999999994,0.8250000000000028,0.4499999999999993,-0.9749999999999943
-19.049999999999997,1.9500000000000002,39.0,-19.875,1.5000000000000009,39.974999999999994,0.8250000000000028,0.4499999999999993,-0.9749999999999943
-19.65,0.7500000000000009,37.5,-19.875,1.5000000000000009,39.974999999999994,0.22500000000000142,-0.75,-2.4749999999999943
-19.65,0.7500000000000009,37.5,-19.875,1.5000000000000009,39.974999999999994,0.22500000000000142,-0.75,-2.4749999999999943
