compassHeading,filteredHeading,fMax,fMin,fStd,cMax,cMin,cStd
259.92675558625285,259.92675558625285,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
260.4321940620079,260.2300186717059,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
259.9617991594102,260.06908696432845,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
267.1178083115399,264.2983197726553,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
259.4082759860468,261.3642935006902,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
264.3133639414322,263.1337357651354,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
264.3133639414322,263.8415126709135,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
263.1262881401086,263.4123779524306,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
266.80149058193933,265.44584553013584,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
260.16654959583497,262.2782679695553,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
261.7295555072506,261.94904049217246,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
261.7295555072506,261.8173495012193,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
261.71463281467265,261.7557194892913,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
261.71463281467265,261.7310674845201,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
261.8146598524187,261.78122290525926,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
262.1139569231194,261.98086331597534,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
255.48147217051462,258.0812286286989,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
255.48147217051462,256.52137475378834,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
258.17055622392036,257.5108836358676,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
266.8729359471623,263.12811502264447,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
259.97585000034985,261.2367560092677,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
261.9269997215672,261.6509022366474,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
255.06300800840538,257.6981656997022,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
253.58048166872152,255.22755528111378,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
253.58048166872152,254.2393111136784,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
258.7801038285801,256.9637867426194,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
257.62407326170495,257.35995865407074,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
259.09856731838096,258.4031238526569,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
267.5015741230117,263.86219401486983,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
258.12098817963687,260.41747051373005,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
258.12098817963687,259.03958111327415,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
259.344048456319,259.22226151910104,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
256.4807432432923,257.5773505536158,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
262.42904034887147,260.4883644307692,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
258.82286002265806,259.48906178590255,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
254.50699843125517,256.49982377311414,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
261.9636878192595,259.77814220080137,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
261.9636878192595,261.08946957187624,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
261.75745489624063,261.4902607664949,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
256.8455271500688,258.70342059663926,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
257.23793949746243,257.8241319371332,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
257.23793949746243,257.4724164733307,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
266.17332802338285,262.692963403362,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
266.17332802338285,264.7811821753745,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
257.0905920070959,260.16682807440736,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
265.7442345601024,263.5132719658244,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
263.49778776891696,263.50398144767996,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
258.7801038285801,260.66965487622,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
258.7801038285801,259.53592424763605,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
262.2005544400844,261.134702363105,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
261.0089912865751,261.0592757171871,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
253.58368677963225,256.5739223546542,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
253.58368677963225,254.77978100964103,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
261.8612563202977,259.02866619603503,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
261.8612563202977,260.7282202705926,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
263.2558146321591,262.2447768875325,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
261.9466252219758,262.0658858881985,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
262.5810074320036,262.3749588144816,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
260.7089347047552,261.37534434864574,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
260.7089347047552,260.97549856231143,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
263.80091849183407,262.670750520025,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
271.77349250804315,268.1323957128359,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
261.6774119707021,264.2594054675556,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
263.99639265723283,264.10159778136193,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
266.17332802338285,265.3446359265745,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
266.17332802338285,265.8418511846595,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
260.66118320374505,262.7334503961108,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
258.5394011984597,260.21702087752016,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
263.49778776891696,262.18548101235825,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
267.5479521978649,265.4029637236622,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
262.7365487362266,263.8031147312008,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
256.4807432432923,259.40969183845573,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
261.8913832286531,260.8987066725742,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
261.2785517750058,261.1266137340331,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
258.2204723166717,259.3829288836163,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
261.0191647030003,260.36467037524665,268.1323957128359,254.2393111136784,2.7383538884893937,271.77349250804315,253.58048166872152,3.758545178185588
