x,y,z,offset_x,offset_y,offset_z,cal_x,cal_y,cal_z
1.5,-17.4,41.4,0.5999999999999996,-18.0,42.75,0.9000000000000004,0.6000000000000014,-1.3500000000000014
1.5,-17.4,41.4,0.5999999999999996,-18.0,42.75,0.9000000000000004,0.6000000000000014,-1.3500000000000014
1.5,-17.4,41.4,0.5999999999999996,-18.0,42.75,0.9000000000000004,0.6000000000000014,-1.3500000000000014
1.5,-19.65,41.4,0.5999999999999996,-18.0,42.75,0.9000000000000004,-1.6499999999999986,-1.3500000000000014
1.200000000000001,-19.65,41.4,0.5999999999999996,-18.0,42.75,0.6000000000000014,-1.6499999999999986,-1.3500000000000014
1.200000000000001,-19.65,41.4,0.5999999999999996,-18.0,42.75,0.6000000000000014,-1.6499999999999986,-1.3500000000000014
1.200000000000001,-19.65,41.4,0.5999999999999996,-18.0,42.75,0.6000000000000014,-1.6499999999999986,-1.3500000000000014
1.200000000000001,-19.65,41.4,0.5999999999999996,-18.0,42.75,0.6000000000000014,-1.6499999999999986,-1.3500000000000014
1.200000000000001,-18.6,42.75,0.5999999999999996,-18.0,42.75,0.6000000000000014,-0.6000000000000014,0.0
0.9000000000000004,-18.6,42.75,0.5999999999999996,-18.0,42.75,0.3000000000000007,-0.6000000000000014,0.0
0.9000000000000004,-18.6,42.75,0.5999999999999996,-18.0,42.75,0.3000000000000007,-0.6000000000000014,0.0
0.9000000000000004,-18.6,42.75,0.5999999999999996,-18.0,42.75,0.3000000000000007,-0.6000000000000014,0.0
0.9000000000000004,-18.6,42.75,0.5999999999999996,-18.0,42.75,0.3000000000000007,-0.6000000000000014,0.0
0.9000000000000004,-19.35,43.5,0.5999999999999996,-18.0,42.75,0.3000000000000007,-1.3500000000000014,0.75
1.5,-19.35,43.5,0.5999999999999996,-18.0,42.75,0.9000000000000004,-1.3500000000000014,0.75
1.5,-19.35,43.5,0.5999999999999996,-18.0,42.75,0.9000000000000004,-1.3500000000000014,0.75
1.5,-19.35,43.5,0.5999999999999996,-18.0,42.75,0.9000000000000004,-1.3500000000000014,0.75
1.5,-19.35,43.5,0.5999999999999996,-18.0,42.75,0.9000000000000004,-1.3500000000000014,0.75
1.5,-19.5,42.9,0.5999999999999996,-18.0,42.75,0.9000000000000004,-1.5,0.14999999999999858
-0.75,-19.5,42.9,0.5999999999999996,-18.0,42.75,-1.3499999999999996,-1.5,0.14999999999999858
-0.75,-19.5,42.9,0.5999999999999996,-18.0,42.75,-1.3499999999999996,-1.5,0.14999999999999858
-0.75,-19.5,42.9,0.5999999999999996,-18.0,42.75,-1.3499999999999996,-1.5,0.14999999999999858
-0.75,-19.5,42.9,0.5999999999999996,-18.0,42.75,-1.3499999999999996,-1.5,0.14999999999999858
-0.75,-19.35,42.449999999999996,0.5999999999999996,-18.0,42.75,-1.3499999999999996,-1.3500000000000014,-0.30000000000000426
1.5,-19.35,42.449999999999996,0.5999999999999996,-18.0,42.75,0.9000000000000004,-1.3500000000000014,-0.30000000000000426
1.5,-19.35,42.449999999999996,0.5999999999999996,-18.0,42.75,0.9000000000000004,-1.3500000000000014,-0.30000000000000426
