x,y,z,offset_x,offset_y,offset_z,cal_x,cal_y,cal_z
29.7,-18.599999999999998,29.099999999999998,17.999999999999996,-6.074999999999999,-21.900000000000002,11.700000000000003,-12.524999999999999,51.0
29.7,-18.599999999999998,29.099999999999998,17.999999999999996,-6.074999999999999,-21.900000000000002,11.700000000000003,-12.524999999999999,51.0
29.7,-18.599999999999998,29.099999999999998,17.999999999999996,-6.074999999999999,-21.900000000000002,11.700000000000003,-12.524999999999999,51.0
29.099999999999998,-19.95,29.25,17.999999999999996,-6.074999999999999,-21.900000000000002,11.100000000000001,-13.875,51.150000000000006
29.099999999999998,-19.95,29.25,17.999999999999996,-6.074999999999999,-21.900000000000002,11.100000000000001,-13.875,51.150000000000006
29.099999999999998,-19.95,29.25,17.999999999999996,-6.074999999999999,-21.900000000000002,11.100000000000001,-13.875,51.150000000000006
29.099999999999998,-19.95,29.25,17.999999999999996,-6.074999999999999,-21.900000000000002,11.100000000000001,-13.875,51.150000000000006
29.099999999999998,-19.95,29.25,17.999999999999996,-6.074999999999999,-21.900000000000002,11.100000000000001,-13.875,51.150000000000006
30.75,-18.599999999999998,28.799999999999997,17.999999999999996,-6.074999999999999,-21.900000000000002,12.750000000000004,-12.524999999999999,50.7
30.75,-18.599999999999998,28.799999999999997,17.999999999999996,-6.074999999999999,-21.900000000000002,12.750000000000004,-12.524999999999999,50.7
30.75,-18.599999999999998,28.799999999999997,17.999999999999996,-6.074999999999999,-21.900000000000002,12.750000000000004,-12.524999999999999,50.7
30.75,-18.599999999999998,28.799999999999997,17.999999999999996,-6.074999999999999,-21.900000000000002,12.750000000000004,-12.524999999999999,50.7
30.75,-18.599999999999998,29.099999999999998,17.999999999999996,-6.074999999999999,-21.900000000000002,12.750000000000004,-12.524999999999999,51.0
29.7,-18.3,29.099999999999998,17.999999999999996,-6.074999999999999,-21.900000000000002,11.700000000000003,-12.225000000000001,51.0
29.7,-18.3,29.099999999999998,17.999999999999996,-6.074999999999999,-21.900000000000002,11.700000000000003,-12.225000000000001,51.0
29.7,-18.3,29.099999999999998,17.999999999999996,-6.074999999999999,-21.900000000000002,11.700000000000003,-12.225000000000001,51.0
29.7,-18.3,29.099999999999998,17.999999999999996,-6.074999999999999,-21.900000000000002,11.700000000000003,-12.225000000000001,51.0
29.7,-18.3,28.349999999999998,17.999999999999996,-6.074999999999999,-21.900000000000002,11.700000000000003,-12.225000000000001,50.25
28.95,-18.3,28.349999999999998,17.999999999999996,-6.074999999999999,-21.900000000000002,10.950000000000003,-12.225000000000001,50.25
28.95,-18.3,28.349999999999998,17.999999999999996,-6.074999999999999,-21.900000000000002,10.950000000000003,-12.225000000000001,50.25
28.95,-18.3,28.349999999999998,17.999999999999996,-6.074999999999999,-21.900000000000002,10.950000000000003,-12.225000000000001,50.25
28.95,-18.3,28.349999999999998,17.999999999999996,-6.074999999999999,-21.900000000000002,10.950000000000003,-12.225000000000001,50.25
28.95,-18.3,29.25,17.999999999999996,-6.074999999999999,-21.900000000000002,10.950000000000003,-12.225000000000001,51.150000000000006
29.549999999999997,-18.75,29.25,17.999999999999996,-6.074999999999999,-21.900000000000002,11.55,-12.675,51.150000000000006
29.549999999999997,-18.75,29.25,17.999999999999996,-6.074999999999999,-21.900000000000002,11.55,-12.675,51.150000000000006
29.549999999999997,-18.75,29.25,17.999999999999996,-6.074999999999999,-21.900000000000002,11.55,-12.675,51.150000000000006
29.549999999999997,-18.75,29.25,17.999999999999996,-6.074999999999999,-21.900000000000002,11.55,-12.675,51.150000000000006
29.549999999999997,-18.75,29.25,17.999999999999996,-6.074999999999999,-21.900000000000002,11.55,-12.675,51.150000000000006
29.549999999999997,-18.75,29.25,17.999999999999996,-6.074999999999999,-21.900000000000002,11.55,-12.675,51.150000000000006
29.549999999999997,-18.75,29.25,17.999999999999996,-6.074999999999999,-21.900000000000002,11.55,-12.675,51.150000000000006
29.549999999999997,-18.75,29.25,17.999999999999996,-6.074999999999999,-21.900000000000002,11.55,-12.675,51.150000000000006
29.549999999999997,-18.75,29.25,17.999999999999996,-6.074999999999999,-21.900000000000002,11.55,-12.675,51.150000000000006
29.549999999999997,-18.75,29.849999999999998,17.999999999999996,-6.074999999999999,-21.900000000000002,11.55,-12.675,51.75
28.65,-21.15,29.849999999999998,17.999999999999996,-6.074999999999999,-21.900000000000002,10.650000000000002,-15.075,51.75
28.65,-21.15,29.849999999999998,17.999999999999996,-6.074999999999999,-21.900000000000002,10.650000000000002,-15.075,51.75
28.65,-21.15,29.849999999999998,17.999999999999996,-6.074999999999999,-21.900000000000002,10.650000000000002,-15.075,51.75
28.65,-21.15,29.849999999999998,17.999999999999996,-6.074999999999999,-21.900000000000002,10.650000000000002,-15.075,51.75
28.65,-21.15,28.05,17.999999999999996,-6.074999999999999,-21.900000000000002,10.650000000000002,-15.075,49.95
27.599999999999998,-22.349999999999998,28.05,17.999999999999996,-6.074999999999999,-21.900000000000002,9.600000000000001,-16.275,49.95
27.599999999999998,-22.349999999999998,28.05,17.999999999999996,-6.074999999999999,-21.900000000000002,9.600000000000001,-16.275,49.95
27.599999999999998,-22.349999999999998,28.05,17.999999999999996,-6.074999999999999,-21.900000000000002,9.600000000000001,-16.275,49.95
27.599999999999998,-22.349999999999998,28.05,17.999999999999996,-6.074999999999999,-21.900000000000002,9.600000000000001,-16.275,49.95
27.599999999999998,-22.349999999999998,28.05,17.999999999999996,-6.074999999999999,-21.900000000000002,9.600000000000001,-16.275,49.95
