compassHeading,filteredHeading,fMax,fMin,fMean,fStd,cMax,cMin,cMean,cStd
74.05848815018363,74.05848815018363,74.54889800983038,63.23461270647637,69.6642346716242,2.0381719132086626,77.48486027498711,59.17145182146439,69.64307151264676,3.371667452893109
66.06465274514458,70.06157044766411,74.54889800983038,63.23461270647637,69.6642346716242,2.0381719132086626,77.48486027498711,59.17145182146439,69.64307151264676,3.371667452893109
68.24193831280861,69.15175438023635,74.54889800983038,63.23461270647637,69.6642346716242,2.0381719132086626,77.48486027498711,59.17145182146439,69.64307151264676,3.371667452893109
69.39253510278256,69.27214474150946,74.54889800983038,63.23461270647637,69.6642346716242,2.0381719132086626,77.48486027498711,59.17145182146439,69.64307151264676,3.371667452893109
69.39253510278256,69.33233992214602,74.54889800983038,63.23461270647637,69.6642346716242,2.0381719132086626,77.48486027498711,59.17145182146439,69.64307151264676,3.371667452893109
72.07354578190161,70.70294285202382,74.54889800983038,63.23461270647637,69.6642346716242,2.0381719132086626,77.48486027498711,59.17145182146439,69.64307151264676,3.371667452893109
68.49951761508783,69.60123023355582,74.54889800983038,63.23461270647637,69.6642346716242,2.0381719132086626,77.48486027498711,59.17145182146439,69.64307151264676,3.371667452893109
76.71274517395621,73.15698770375602,74.54889800983038,63.23461270647637,69.6642346716242,2.0381719132086626,77.48486027498711,59.17145182146439,69.64307151264676,3.371667452893109
70.15074697655199,71.653867340154,74.54889800983038,63.23461270647637,69.6642346716242,2.0381719132086626,77.48486027498711,59.17145182146439,69.64307151264676,3.371667452893109
70.15074697655199,70.90230715835298,74.54889800983038,63.23461270647637,69.6642346716242,2.0381719132086626,77.48486027498711,59.17145182146439,69.64307151264676,3.371667452893109
69.70829772195067,70.30530244015182,74.54889800983038,63.23461270647637,69.6642346716242,2.0381719132086626,77.48486027498711,59.17145182146439,69.64307151264676,3.371667452893109
69.22128030116761,69.76329137065972,74.54889800983038,63.23461270647637,69.6642346716242,2.0381719132086626,77.48486027498711,59.17145182146439,69.64307151264676,3.371667452893109
69.22128030116761,69.49228583591366,74.54889800983038,63.23461270647637,69.6642346716242,2.0381719132086626,77.48486027498711,59.17145182146439,69.64307151264676,3.371667452893109
67.06957070190361,68.28092826890864,74.54889800983038,63.23461270647637,69.6642346716242,2.0381719132086626,77.48486027498711,59.17145182146439,69.64307151264676,3.371667452893109
66.70310138265934,67.492014825784,74.54889800983038,63.23461270647637,69.6642346716242,2.0381719132086626,77.48486027498711,59.17145182146439,69.64307151264676,3.371667452893109
66.70310138265934,67.09755810422166,74.54889800983038,63.23461270647637,69.6642346716242,2.0381719132086626,77.48486027498711,59.17145182146439,69.64307151264676,3.371667452893109
68.94982995145428,68.02369402783796,74.54889800983038,63.23461270647637,69.6642346716242,2.0381719132086626,77.48486027498711,59.17145182146439,69.64307151264676,3.371667452893109
70.16626053683503,69.09497728233649,74.54889800983038,63.23461270647637,69.6642346716242,2.0381719132086626,77.48486027498711,59.17145182146439,69.64307151264676,3.371667452893109
68.1201008620648,68.60753907220064,74.54889800983038,63.23461270647637,69.6642346716242,2.0381719132086626,77.48486027498711,59.17145182146439,69.64307151264676,3.371667452893109
69.35576428901956,68.9816516806101,74.54889800983038,63.23461270647637,69.6642346716242,2.0381719132086626,77.48486027498711,59.17145182146439,69.64307151264676,3.371667452893109
68.10470673930598,68.54317920995804,74.54889800983038,63.23461270647637,69.6642346716242,2.0381719132086626,77.48486027498711,59.17145182146439,69.64307151264676,3.371667452893109
75.68488019360295,72.1140297017805,74.54889800983038,63.23461270647637,69.6642346716242,2.0381719132086626,77.48486027498711,59.17145182146439,69.64307151264676,3.371667452893109
68.56715642069109,70.3405930612358,74.54889800983038,63.23461270647637,69.6642346716242,2.0381719132086626,77.48486027498711,59.17145182146439,69.64307151264676,3.371667452893109
70.70855986309797,70.52457646216689,74.54889800983038,63.23461270647637,69.6642346716242,2.0381719132086626,77.48486027498711,59.17145182146439,69.64307151264676,3.371667452893109
