compassHeading,filteredHeading,fMax,fMin,fMean,fStd,cMax,cMin,cMean,cStd
74.38658487384413,74.38658487384413,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
70.30627822406512,73.57052354388833,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
65.58537751046825,71.97349433720431,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
65.58537751046825,70.6958709718571,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
72.9923436488612,71.15516550725792,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
71.35575450104221,71.19528330601479,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
77.14319815456844,72.38486627572553,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
70.38158747682084,71.9842105159446,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
71.78348029774001,71.94406447230368,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
74.4225203812808,72.4397556540991,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
71.83500183445301,72.31880489016989,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
71.47929293046636,72.15090249822919,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
71.84532603305324,72.089787205194,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
74.28813435589083,72.52945663533337,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
66.68307286590202,71.36017988144711,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
66.68307286590202,70.4247584783381,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
66.90414433348525,69.72063564936754,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
64.89513433631423,68.75553538675688,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
64.4751615913556,67.89946062767663,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
74.78870546190944,69.2773095945232,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
74.78870546190944,70.37958876800046,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
73.907528976448,71.08517680968997,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
75.93671539332523,72.05548452641703,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
75.93671539332523,72.83173069979868,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
70.3480003700573,72.33498463385041,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
68.86423708866828,71.64083512481399,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
74.81722170800587,72.27611244145237,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
74.77732932545591,72.77635581825308,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
63.66776065513737,70.95463678562994,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
69.41477329779698,70.64666408806336,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
72.69025937049925,71.05538314455055,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
74.3245551362746,71.70921754289536,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
74.3245551362746,72.23228506157122,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
75.79379656105606,72.9445873614682,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
84.61514732527888,75.27869935423033,291.13993094148395,67.89946062767663,173.48349809400122,78.67809661485869,293.6645743890552,63.66776065513737,177.96782577871807,79.50929335356552
