time,x,y,z,v_x,v_y,p_x,p_y
24.353653,-0.0143652099609375,-1.120486376953125,-10.002974536132811,0.0,0.0,0.0,0.0
24.550188,-0.0909796630859375,-1.0271125122070313,-10.103531005859374,0.14386256347655973,-0.877264444580081,0.26846628173827713,-0.24209722229004327
24.746414,0.011971008300781249,-0.967257470703125,-10.105925207519531,0.30058423608398455,-1.6782234360351562,0.6869156815185522,-1.3236151625976589
24.942971,-0.047884033203124995,-1.0654197387695312,-10.110713610839843,0.4791847236328112,-2.4980050407714858,1.2733571613769485,-3.2151724010009817
25.139144,-0.03591302490234375,-1.0390835205078124,-10.139444030761718,0.6334591945800785,-3.354083670410156,2.0258521204833952,-5.945043756591801
25.335331,0.011971008300781249,-0.9983820922851562,-10.084377392578125,0.8176751862792956,-4.176629476806642,2.9476063109130806,-9.514213330200201
25.531784,0.01915361328125,-1.0989385620117187,-9.957484704589843,1.0296904970703094,-5.028836803955081,4.067742152587881,-13.920493470581064
25.727805,-0.09337386474609374,-1.1061211669921875,-9.983820922851562,1.1886013713378891,-5.935345668457033,5.3729090867919815,-19.20656370678712
25.924051,-0.0430956298828125,-1.1085153686523437,-9.986215124511718,1.3166126240234346,-6.8464179362793,6.821762084472642,-25.401199509155287
26.120496,-0.10773907470703124,-1.1444283935546875,-10.022128149414062,1.4376402717285133,-7.776444817382815,8.395333532348616,-32.516185885986346
26.317063,-0.08379705810546874,-1.1324573852539062,-10.04846436767578,1.538439205322265,-8.718320706787111,10.079940270874006,-40.56700164807131
26.513191,-0.02154781494140625,-1.1420341918945311,-10.156203442382813,1.6818947687988257,-9.659438495361332,11.88623525793455,-49.55975324914553
26.709299,-0.031124621582031248,-1.0271125122070313,-10.029310754394531,1.8516665505371093,-10.547903847412112,13.849123917602519,-59.46731642053225
26.906461,-0.105344873046875,-0.9792284790039062,-10.172962854003906,1.9805938032226549,-11.353912343017582,15.9624160944824,-70.2210625157471
27.103421,-0.023942016601562498,-1.0414777221679687,-10.16338604736328,2.1129103583984365,-12.167305443603519,18.206128175292946,-81.78471140905764
27.299489,0.0047884033203125,-1.1133037719726562,-10.081983190917969,2.299401551757812,-13.048628190673831,20.60835213037107,-94.19661022619631
27.49564,-0.031124621582031248,-1.0366893188476562,-10.012551342773437,2.482384442626953,-13.927473736083988,23.195396127563452,-107.48851018957522
27.691844,-0.04548983154296875,-0.97683427734375,-10.002974536132811,2.640281216064451,-14.738031534179692,25.95293295690915,-121.62505882470707
27.888369,-0.08140285644531249,-1.16837041015625,-9.986215124511718,2.7733598720703116,-15.614108877929691,28.856278500976533,-136.60460403076175
28.085542,-0.076614453125,-1.1635820068359375,-10.014945544433592,2.8915242172851547,-16.582912086425786,31.885893545654266,-152.5059415129395
28.281824,-0.08858546142578125,-1.0223241088867188,-10.156203442382813,3.005206260009764,-17.479583144287115,35.03054078430172,-169.34090712829595
28.477871,-0.023942016601562498,-1.0510545288085937,-10.12507882080078,3.1449895209960923,-18.320225463134772,38.30168567480465,-187.0447644320069
28.674056,0.0,-0.9792284790039062,-10.091559997558592,3.329203512695311,-19.139181967041022,41.734967191650355,-205.5782831470948
28.870731,-0.016759411621093748,-1.0007762939453124,-10.158597644042969,3.517498806884763,-19.932509353515634,45.35499335144039,-224.9174538073731
29.06687,0.009576806640625,-1.0893617553710937,-9.952696301269532,3.7100465043945308,-20.781439378173836,49.16490500708004,-245.07828917321785
29.262828,-0.11252747802734374,-1.0726023437499999,-9.94072529296875,3.854529168701169,-21.666463427734385,53.143150843627886,-266.10628257617196
29.458782,-0.0909796630859375,-1.0869675537109373,-10.110713610839843,3.9487295981445287,-22.550294376464855,57.24073422705074,-288.0187074782716
29.654856,0.011971008300781249,-1.1085153686523437,-10.204087475585936,4.10529927075195,-23.451961837646497,61.46382266149898,-310.8237615853273
29.850976,-0.086191259765625,-1.024718310546875,-10.043675964355469,4.264309145019529,-24.322458677246104,65.84474686938472,-334.51485184277357
30.048141,-0.03591302490234375,-0.9816226806640624,-10.08677159423828,4.400422002685546,-25.12846417285157,70.37427744323726,-359.0431482678224
30.244792,-0.033518823242187495,-1.024718310546875,-9.957484704589843,4.56235707861328,-25.93498366845704,75.05231798388668,-384.37822118847674
30.440949,-0.023942016601562498,-1.0821791503906248,-9.986215124511718,4.729783658691404,-26.79227539892579,79.89454535253903,-410.54569372216815
30.63707,-0.040701428222656245,-1.0749965454101562,-10.141838232421874,4.893582936279296,-27.674742246826177,84.90234965002438,-437.58308154504414
30.833171,-0.016759411621093748,-1.0821791503906248,-10.060435375976562,5.0609535163574195,-28.55722909472657,90.07571887634273,-465.5029662158205
31.02973,-0.06703764648437499,-1.0821791503906248,-10.12507882080078,5.215613987304685,-29.442849245117195,95.41056162817378,-494.3064463857424
31.225771,-0.00239420166015625,-0.9959878906249999,-10.175357055664062,5.376939063232421,-30.285891765625006,100.90287915344234,-523.9747758911135
31.421709,-0.0383072265625,-1.0869675537109373,-9.9981861328125,5.552526349121091,-31.131431487792977,106.5635498596191,-554.4874995178226
31.617557,0.0,-1.0486603271484374,-9.873687646484374,5.729220735839843,-32.00339742822267,112.40027140209956,-585.8590659758305
31.813609,-0.07900865478515624,-1.0510545288085937,-10.065223779296874,5.885768408447263,-32.857202856201184,118.40381797424311,-618.0933141180424
32.011337,0.011971008300781249,-1.0342951171875,-10.091559997558592,6.049977585205074,-33.70214967919923,124.56941897106928,-651.1752623857426
