time,x,y,z,v_x,v_y,p_x,p_y
2.528593,-0.5793968017578125,-0.35673604736328124,9.773131176757811,0.0,0.0,0.0,0.0
2.728152,-0.29448680419921874,-0.45489831542968745,9.68454571533203,-0.23738280297851533,-0.2062581813964841,0.0808675985107426,0.09642990930175821
2.927626,-0.5458779785156249,-0.2920926025390625,9.641450085449218,-0.45809119433593726,-0.38027964038085915,-0.06739540014648376,0.002634998413086509
3.126566,-0.35673604736328124,-0.46686932373046874,9.749189160156249,-0.7104582072753904,-0.5608206035156249,-0.45273010095214783,-0.2689751235351556
3.324956,-0.4070142822265625,-0.29927520751953124,9.706093530273437,-0.8939433720703125,-0.745502869140625,-1.0565408906249996,-0.7237468598632808
3.523619,-0.507570751953125,-0.39264907226562495,9.821015209960937,-1.1525728891601559,-0.8928020090332027,-1.8811360212402337,-1.3442362989501944
3.719622,-0.45010991210937495,-0.46208092041015625,9.665392102050781,-1.4354102211914057,-1.1241640053710933,-2.979124576416014,-2.156716306152342
3.918274,-0.5602431884765625,-0.3232172241210937,9.567229833984374,-1.7419347714843747,-1.3181610776367187,-4.369145072753906,-3.1792268476562486
4.118017,-0.28730419921875,-0.4740519287109375,9.70369932861328,-1.9659654653320309,-1.5170526540527343,-6.0233521911621075,-4.397090713500974
4.314508,-0.45968671875,-0.3112462158203125,9.682151513671874,-2.142969924316406,-1.7132107263183594,-7.881328885986326,-5.815731403686521
4.51096,-0.42377369384765623,-0.5219359619140624,9.804255798339844,-2.388248130615234,-1.9333498151855468,-9.950485913452145,-7.442559674438474
4.709134,-0.5434837768554687,-0.26815058593749996,9.648632690429688,-2.6737028659667965,-2.1302190891113284,-12.28328741174316,-9.276170126586912
4.905594,-0.3950432739257812,-0.4429273071289062,9.792284790039062,-2.9465063913574214,-2.2892980356445314,-14.89693204040527,-11.289468688964842
5.101842,-0.32561142578124996,-0.35673604736328124,9.603142858886718,-3.1105857412109366,-2.4928817128906244,-17.72923010668945,-13.48431056323242
5.298524,-0.6009446166992187,-0.316034619140625,9.70369932861328,-3.3771817624511717,-2.6325850461425784,-20.776431858520503,-15.850361942749021
5.494966,-0.36391865234375,-0.46686932373046874,9.770736975097655,-3.663171396972656,-2.8275950175781253,-24.100166438232417,-18.384009974609373
5.691028,-0.5147533569335937,-0.2561795776367187,9.622296472167967,-3.906445401611327,-2.9930574682617186,-27.68891283752441,-21.098274217529294
5.887449,-0.3806780639648437,-0.47165772705078124,9.720458740234374,-4.157740112060546,-3.1605551206054687,-31.524584594360345,-23.97865951196289
6.0837,-0.48123453369140623,-0.3064578125,9.674968908691406,-4.392445410888671,-3.3533618903808593,-35.603426355834955,-27.03936701745605
6.281179,-0.34715924072265625,-0.4070142822265625,9.83777462158203,-4.6091632980957025,-3.512618937744141,-39.90675171032714,-30.27487843151855
6.477469,-0.5315127685546874,-0.3495534423828125,9.591171850585937,-4.852209302734374,-3.694612800048828,-44.44114801074218,-33.68220430041504
6.674587,-0.5003881469726562,-0.4525041137695312,9.792284790039062,-5.171041760498046,-3.8985235781250003,-49.2556555423584,-37.281654489501946
6.871199,-0.45968671875,-0.296881005859375,9.629479077148437,-5.454467193359374,-4.076604137939453,-54.371798019287105,-41.07260634753417
7.067763,-0.4333505004882812,-0.39983167724609375,9.725247143554688,-5.704421802978514,-4.228396479492187,-59.75467851745605,-45.02854265624999
7.255139,-0.39264907226562495,-0.28012159423828126,9.591171850585937,-5.930045589355467,-4.380997115234376,-65.38453621362304,-49.14586345361327
7.442455,-0.5291185668945312,-0.39264907226562495,9.658209497070311,-6.203613408935546,-4.530066448486329,-71.26404971276855,-53.41407923547362
7.629538,-0.3327940307617187,-0.29927520751953124,9.564835632324218,-6.44748670776367,-4.688945588378906,-77.40251677111816,-57.83650225390624
7.816686,-0.4836287353515625,-0.469263525390625,9.74200655517578,-6.668550090820311,-4.886066954833985,-83.77338717041016,-62.436860525512685
8.004008,-0.469263525390625,-0.3136404174804687,9.600748657226562,-6.957674221191404,-5.090196926269531,-90.39917732641602,-67.23767046606444
8.191501,-0.3854664672851562,-0.5051765502929687,9.79946739501953,-7.197546217529294,-5.312112410156249,-97.28929454577637,-72.25133213427733
8.378709,-0.5243301635742187,-0.2657563842773437,9.65342109375,-7.465236532958982,-5.510370877441406,-104.43347792102051,-77.47536577807617
8.56576,-0.46208092041015625,-0.4285620971679687,9.79946739501953,-7.771391074951171,-5.670479118164064,-111.86474072497559,-82.8787397758789
8.752851,-0.4525041137695312,-0.316034619140625,9.672574707031249,-8.041592592041015,-5.85568647631836,-119.58414155847169,-88.45473157312011
