time,distance
2023-06-25 19:34:49.030215,1.13
2023-06-25 19:34:49.530207,1.12
2023-06-25 19:34:50.030182,1.10
2023-06-25 19:34:50.530185,1.11
2023-06-25 19:34:51.030180,1.11
2023-06-25 19:34:51.530173,1.11
2023-06-25 19:34:52.030493,1.18
2023-06-25 19:34:52.530174,1.16
2023-06-25 19:34:53.030237,1.13
2023-06-25 19:34:53.530629,1.09
2023-06-25 19:34:54.030198,1.15
